,gene,pval,qval,log2fc,mean
17051,CD74,0.00031208190848753316,0.0006641130900414403,0.47801688132573866,0.017820417222926682
17052,ZRANB1,4.562573443601319e-58,2.83825589139751e-57,0.09257987655005594,0.18349756993277777
17053,ADGRA2,0.10432033056327851,0.1577181666186032,0.3348781338108514,0.0013845689807528065
17054,CCT8L1P,,,0.0,0.0
17055,ZFP64,1.8164636118898575e-59,1.1496826667811853e-58,0.010604069828541843,0.12673661948414133
17056,MNAT1,1.995309680694319e-186,4.6159860020531233e-185,-0.19781040077817078,0.36698713712026815
17057,RUFY3,1.0288309760188126e-37,4.732647331675576e-37,0.023944586179039967,0.9281922437536068
17058,DHX8,4.764308138983541e-64,3.2283419653485846e-63,0.05567460913926736,0.1381353178624646
17059,EPDR1,1.504264189300012e-148,2.591115467482326e-147,-0.5500817953467335,0.07524591824037072
17060,FOLH1,7.497889743537898e-05,0.00016632778004674022,0.027376750336221875,2.149428607210988
17061,ERO1B,9.329704932908763e-42,4.5481117880461836e-41,0.18604927714022204,0.22887572258700106
17062,CEACAM6,0.5637106605930435,0.6207000818680014,1.9515153050333731,0.00010658665687462257
17063,KIF3C,2.010249118856428e-36,9.033436953257179e-36,0.10730585551423283,0.08315302303025475
17064,SEPHS1,9.67849119540647e-44,4.868249129074288e-43,0.05412534338779279,0.09338182249879359
17065,RAB10,2.7053845433040908e-68,1.9412535191896885e-67,-0.01324718216721769,0.6259525640513188
17066,GCKR,5.9924861531491124e-05,0.00013368015656164373,-1.4698881227477623,0.000841304604614198
17067,BCORL1,7.589014925998469e-45,3.8740172388852314e-44,-0.04812051983205644,0.04588442579968486
17068,ATRX,7.077605448586663e-21,2.4477709249527912e-20,0.03777319124182627,1.0374184437092886
17069,FCN1,0.1797124948789609,0.24978060677148137,-2.5603605035519563,0.00024135068097261669
17070,MYNN,1.1394500959710166e-29,4.600543346051465e-29,0.12444537898754904,0.07016521970645778
17071,SCAMP1,9.354444070903971e-80,7.738233347581049e-79,0.022545266424340554,0.2779219406763412
17072,PREP,4.08579408230377e-263,1.4562855577543334e-261,-0.8767453060893684,0.0966495978519932
17073,HACE1,1.5034503756482353e-124,2.0740212242197343e-123,-0.08750566933131285,0.30020967067701304
17074,SEH1L,1.843131467067428e-26,7.028322173559162e-26,0.11649152169394594,0.05592888883142611
17075,WDR47,3.3953132689261912e-121,4.531286380827521e-120,-0.18768510942826527,0.1387722561428424
17076,WDFY1,4.829086979589406e-26,1.8277329104630532e-25,0.2693814044937837,0.22168744298457424
17077,OVGP1,2.2852229494022962e-07,5.726885347153794e-07,0.0005904494276631295,0.008918511452963589
17078,IPO11,8.630235851424891e-90,8.147404519598395e-89,-0.03138520431791085,0.1629776816099333
17079,DIMT1,1.6514142398119494e-82,1.4127118402630196e-81,-0.05783452257459343,0.1352518203461335
17080,NFX1,2.549875829306313e-116,3.2493434397401047e-115,-0.05526063872100484,0.31057844675854873
17081,MAST2,0.0,0.0,-0.8117356673681846,0.2648525467609638
17082,POMGNT1,3.5435118503180064e-189,8.380812446978068e-188,-0.2836023854180549,0.1973834623616835
17083,USP40,2.015156265898016e-167,4.0517933532056045e-166,-0.2066580384740912,0.6285270419296433
17084,ALG6,1.3001695833316766e-68,9.359354140204712e-68,-0.10260253833262788,0.09384730679743704
17085,CHERP,0.049889952010533124,0.08187865431362162,0.12226529034345915,0.0004773275453056133
17086,EPS15,8.39862786099765e-09,2.211044833550283e-08,0.2043330421119695,1.4175674536680012
17087,DDHD2,9.164442935422875e-220,2.659433394710452e-218,-0.3527463713837329,0.2388807767021086
17088,CPNE3,2.1121794642080556e-23,7.63044106810044e-23,0.2657263251013404,0.14074935241153688
17089,ZNF213,5.893820519336906e-61,3.810730518034529e-60,-0.005146270451249018,0.10608714077131613
17090,PILRA,1.4111534256573216e-68,1.0152524136026296e-67,-0.2170238287612945,0.05957634818813814
17091,MAP3K4,5.1213079525040455e-40,2.435497698531068e-39,0.19508787900701638,0.2858864606848736
17092,ORC1,2.917786450672251e-05,6.634847179727507e-05,-0.11491647981204935,0.0033471213394603034
17093,PKIB,1.3583485018508252e-30,5.5591616130526466e-30,-0.2813185697384812,0.026657527601213146
17094,ZXDC,1.7072071490207916e-59,1.0808907742105383e-58,0.06680145361552509,0.43559806376920135
17095,SMG6,1.4687483122787204e-69,1.0696148355207148e-68,0.0831559835881178,0.39678005032062535
17096,TAF8,3.1718598377436178e-21,1.1032883288087211e-20,0.18311258533218402,0.07485106289657512
17097,FGFBP1,,,0.0,0.0
17098,CPEB2,7.549234191835464e-221,2.1974096346624513e-219,-0.3026236829380566,1.6447714208613664
17099,TTC29,1.5009152015408666e-21,5.2547892133704034e-21,-0.4519323021251337,0.013101083009973154
17100,THAP12,5.257348633942228e-48,2.815001372266256e-47,0.04861163790098203,0.08626822309965747
17101,ANKRD42,1.9302194864656593e-30,7.880971160878112e-30,-0.434947236096782,0.013801835530333297
17102,IL18BP,0.020962745586698805,0.03685334436138965,0.5594840644426872,0.004101859939268074
17103,SYTL2,0.0,0.0,-0.9677413061564084,0.40320288494159745
17104,RAB30,0.0,0.0,-0.8604947517150241,0.5799382135867741
17105,CREBZF,2.4824954764866803e-84,2.1789459259409235e-83,-0.006068715234387247,0.4471925617792888
17106,PRCP,3.840119656320208e-77,3.0829380350845465e-76,-0.2524600884747186,0.06427748175527544
17107,NARS2,6.218045764759273e-146,1.0469287659251339e-144,-0.17264640275197596,0.2404247160581439
17108,RNF121,1.78344204315362e-71,1.3295384216051502e-70,-0.053575689680147934,0.10600394811115055
17109,PI15,1.238763281656042e-08,3.244611160903177e-08,-0.143342086053408,0.005751380089923808
17110,TPMT,1.1834182578783848e-47,6.302851895678253e-47,-0.10566135554035419,0.04529129278140388
17111,TGS1,6.170740230340659e-32,2.5808731531991196e-31,0.2606359448391511,0.11460841365050026
17112,DDX60,2.583641907626243e-10,7.109773506021603e-10,-0.2224909715494276,0.010952840917135297
17113,TMPRSS4,0.03250076997866793,0.05561268315123534,-1.3560148069893776,0.000164800209947166
17114,BUD13,7.139753257584825e-51,4.0011601503235328e-50,-0.14504047813344662,0.053211578435111116
17115,MMP7,0.3173298659080288,0.3768156911490736,-1058.172448200587,8.59809332664325e-06
17116,CFAP300,0.001655755805209588,0.0033214492834629738,-0.07460560046255468,0.0018863579080181235
17117,DCUN1D5,4.6423109726289945e-60,2.9643260043423827e-59,0.054302312509728744,0.13893467786566288
17118,YAP1,0.10530518076782593,0.15915029144483372,0.614407324202162,0.0032752141490942905
17119,POU2F3,0.052689111929665,0.0860985779793325,0.15486224647875324,0.0007925533700091791
17120,RDX,1.227074440729174e-134,1.882205730300442e-133,0.457347284226527,1.530844637119285
17121,PPP2R1B,1.0554218319494458e-14,3.226386604696549e-14,0.34230525152711616,0.20433909893855431
17122,RTCA,3.238634852025705e-100,3.4730781067234283e-99,-0.0978078189765909,0.16774998346893885
17123,SELENOI,4.785765526870045e-122,6.441089300770132e-121,-0.06293677852125537,0.24754874354863582
17124,GCM1,0.8475736104745284,0.8853803894804793,0.021628126566358572,0.0006141554496788778
17125,DNAJC13,3.068954296116916e-151,5.421107862338745e-150,-0.17867583461956124,0.3023422614431415
17126,NEK1,0.0,0.0,-0.47601664685548095,0.8077993642940827
17127,ANXA7,6.616907203212035e-107,7.684163311697196e-106,-0.03377616114762209,0.2377208266386098
17128,PGBD1,4.489987737193245e-130,6.562236776468624e-129,-0.2993141578330727,0.10943370364055754
17129,FDX1,8.545022043868795e-28,3.335885552412796e-27,0.23512513277267777,0.09217590512489511
17130,SLTM,3.3161578269236527e-53,1.9234624070854773e-52,0.027402240749139144,0.6662239940784601
17131,THBS1,0.13365456475403423,0.19794394737404075,0.11777977380040565,0.0002567779025431869
17132,MAPKBP1,1.3485652597609354e-83,1.1717909584358303e-82,-0.014840063288805825,0.21415532065051204
17133,KIF23,0.012678740315043567,0.023004064927799522,0.2478072176655577,0.0014924346343751728
17134,RTF1,2.29289393511477e-43,1.1468081480144784e-42,0.17017755740595292,0.1443138600753803
17135,PARP6,7.874088224479595e-95,7.916055660398985e-94,-0.029178223346025458,0.24271915025894003
17136,PAQR5,0.00012413513064301224,0.0002717180874223044,-0.4761286082870041,0.001655553345801072
17137,LRRC49,1.9869438700546345e-57,1.225619804708138e-56,0.09161407750573514,0.1590343270106874
17138,TUBGCP4,1.699926816752409e-37,7.78961053179799e-37,0.1513343300539185,0.0738063941592504
17139,UACA,5.748414813664067e-176,1.2229263050264e-174,-0.24613694325195154,0.29222923167178705
17140,SMAD6,0.02781200624903091,0.04800314455668495,-0.6588566813487672,0.00037153201182694594
17141,TMEM62,6.632512955766089e-157,1.2309401297642451e-155,-0.2364292611728953,0.17143424192757667
17142,ADAM10,0.0,0.0,-0.6219871651158878,2.0968848701961216
17143,DUOX1,5.393849726691996e-50,2.9819567946375277e-49,0.04459921798135697,0.10617271540976488
17144,TCF19,0.2237328033302367,0.30588350039429757,1.0027286085450007,0.0026293869034893455
17145,SLC28A2,6.791622810181392e-27,2.613091106871972e-26,-0.33175139250590896,0.017409749267766873
17146,ZNF280D,0.04810902344817452,0.07920537576901636,0.1677110635770154,1.3396199880508948
17147,BCAR3,1.5711451396097361e-137,2.4747322079127808e-136,-1.0746702917476592,0.03214539788861318
17148,TTLL7,0.0,0.0,0.5790081159446375,7.470911252227388
17149,KYAT3,9.184230704925661e-33,3.8856046893079894e-32,0.18472264640431124,0.22248226259654846
17150,GTF2B,1.4327640312167193e-53,8.337076224407367e-53,0.04444778925269561,0.13294377008365552
17151,RABGGTB,2.931510601327243e-47,1.5513391240523697e-46,0.020476437839579073,0.08911972618438695
17152,GIPC2,2.0057468614845013e-112,2.4612871792683566e-111,-0.38946802835801825,0.08509817735159435
17153,IFI44,1.4349632865464209e-33,6.1577847892771406e-33,-0.6987148034985221,0.01723317545510146
17154,CLCA2,3.269822638928661e-14,9.887055169308772e-14,-0.21833845092006032,0.008780555259075121
17155,DNASE2B,4.179316160838712e-05,9.414704053463203e-05,-0.5285222745134935,0.0012403459619152537
17156,DBT,5.889339020797012e-73,4.4897077905243643e-72,-0.02922137873262583,0.13141626521185001
17157,ALKBH8,3.1554931318192117e-24,1.1571761242403813e-23,0.10819531187873066,0.06478920455587416
17158,MMP13,0.3173298659080288,0.3768156911490736,-1058.1084500562076,8.225016799462417e-06
17159,IFT172,1.5601991751333114e-184,3.5342870969636996e-183,-0.28562806448085765,0.2337345410655162
17160,CYP19A1,8.824101848697805e-13,2.579727834259831e-12,-1.2454383265906543,0.0024132706246164414
17161,FAM149B1,2.4035724930058967e-123,3.280118879960984e-122,-0.10178836952420439,0.22910568881892182
17162,ASCC1,2.2717991057123888e-85,2.023850585126337e-84,-0.028854638368838788,0.29447606058577214
17163,OIT3,0.15763589693670266,0.22304823771101623,0.24373837335813783,0.0008498077762420572
17164,ACTR2,1.7001294919127323e-108,2.00428013307113e-107,-0.022770325910666103,0.30397498703084924
17165,ABCG5,0.00970620273993338,0.01789623696089725,0.41539782261264296,0.002610503789287795
17166,PREPL,4.1678466409829546e-06,9.89736944311203e-06,0.2789050677029396,0.4936377196240228
17167,SLC3A1,4.523723609820052e-26,1.7136897691525515e-25,0.04548864729741175,0.02822647651384593
17168,EMILIN1,0.002207635923734588,0.0043844328363896404,-0.08712919607420319,0.001564567826745209
17169,FBXO11,2.7371638720563004e-40,1.3062552336308761e-39,0.07286316702085426,0.8348687454234148
17170,CENPO,2.4919379509420796e-33,1.0638411182834187e-32,-0.493945776977704,0.01654021731602996
17171,LRPPRC,1.670764257100819e-34,7.280359071827014e-34,0.1315760481838451,0.5142940589650321
17172,TRIM54,0.5796541987087032,0.6371263314351365,0.19050609941638139,0.0010083039105995336
17173,DTNB,0.0,0.0,-0.7617168759189922,1.5106228659744456
17174,CYP2C9,0.5636794650321901,0.6207000818680014,1.8402788103023797,5.26468515274365e-05
17175,MFSD13A,4.658900822603298e-13,1.371501499983241e-12,0.1924167710525298,0.028984911177639464
17176,CYP2C8,4.371956526477038e-38,2.0203794732786913e-37,-2.3962043944695575,0.0035524178383606587
17177,MYOF,0.0002719166223065137,0.0005813750232466627,-0.0333429040798307,0.0030511814736360076
17178,RAB1A,2.4766590691310846e-24,9.10513931416756e-24,0.2146508944068728,0.404120775918945
17179,ATAD1,8.364937527875799e-100,8.915268522716746e-99,-0.029431283458161414,0.23133875289149405
17180,KIF11,6.48521445562573e-05,0.00014434233377431601,0.11732075618344796,0.007650642208993754
17181,CUZD1,2.079787772134418e-18,6.868689754170546e-18,-0.20677770904120837,0.009455131521437024
17182,CALHM2,3.6281554788323066e-08,9.347486649162793e-08,-1.1788712246929607,0.0011475903664324978
17183,CEP55,0.001067074730047734,0.0021795709553173036,-1.5053591358027847,0.00046202535238849465
17184,KIF20B,4.700785349358712e-10,1.2842139770650724e-09,0.3510622291228775,0.04366979480896023
17185,ENTPD1,6.613892458726755e-48,3.5339017033011755e-47,-0.7459076602256536,0.02048885831963513
17186,EXOC6,3.780538455767773e-70,2.769584238447677e-69,0.06073509522298186,0.35835704859258366
17187,RIPK1,3.2614718830434372e-83,2.817243293759262e-82,-0.19892390092527112,0.08591582292053922
17188,LRRC1,4.75851780936606e-61,3.082438721055179e-60,-0.025094916052054533,0.8631355374229069
17189,REV1,2.0334669001018737e-101,2.2067546518849784e-100,-0.05788292497008979,0.39144734673360043
17190,LCP1,4.213626505445817e-199,1.0646392381332662e-197,-0.9917576032854898,0.056602076072040375
17191,SCRN1,0.0,0.0,-0.7694590019641392,0.16353510516022002
17192,SPDYE1,5.652801309354331e-48,3.0250426332727345e-47,-0.1457217608540732,0.054776966626351724
17193,IGF2BP3,0.0010473019299663748,0.0021412480218705094,-0.02706943563043814,0.0044515651920290535
17194,BTBD16,3.000591203515572e-40,1.4300003256579152e-39,-0.05103986230751262,0.05894174701494068
17195,SULT6B1,0.004678872719972365,0.008951765421862268,-0.6174215027346768,0.000528458036714551
17196,THUMPD2,0.0,0.0,-0.6875041288869571,0.171072809638764
17197,DYNC2LI1,3.807197248808827e-63,2.5462845282449347e-62,0.10083429086809037,0.19795880127677126
17198,TET1,1.87733855544309e-147,3.2119601993485685e-146,-0.19858540190362609,0.2436949255004742
17199,DNA2,2.890444523162366e-88,2.677649336774434e-87,-0.29175127295853626,0.06457211174129211
17200,MYPN,3.701648617675328e-05,8.363886356559647e-05,-0.19989924457173563,0.0014467543539464177
17201,ATIC,7.778043896542832e-59,4.888799547114401e-58,0.06875425909063775,0.1391882141713417
17202,SMARCAL1,9.922119988716964e-91,9.489272485193115e-90,-0.05311153428364314,0.1852370194887676
17203,BARD1,1.1591427804247674e-82,9.947220319762272e-82,-0.06847470561046669,0.16980524366437577
17204,MSTN,0.01343044097088094,0.02431583092765529,0.10208983552727363,0.0019955715998983743
17205,CARF,1.0552744649342194e-122,1.4283505386473758e-121,-0.08761229454563527,0.31788845846180697
17206,NAB1,1.0343154539667614e-35,4.598539956480927e-35,0.17965781065765513,0.1458636963673863
17207,CDK15,0.0012756695145455055,0.0025909147037959943,-0.9727820602063583,0.0008927160553505809
17208,PPIG,7.840968841711293e-83,6.742419201238629e-82,-0.01455533739457026,0.31567374671752196
17209,FASTKD1,9.648269649303964e-142,1.5716903385112426e-140,-0.1481284066038382,0.25312869162067514
17210,MDH1B,2.8176722200857722e-14,8.527996419867193e-14,-0.43267038265142777,0.006777458261805263
17211,HECW2,7.268370101904925e-206,1.915210495316608e-204,0.43846545623302036,2.2980631356428245
17212,OLA1,4.506651655291601e-132,6.747050741450711e-131,-0.08531367671579963,0.567571551289431
17213,CIR1,1.7224315753215733e-62,1.1407628695098659e-61,0.08779466602210602,0.24229612322881416
17214,ITPRID2,7.23520437681442e-239,2.2992139880348875e-237,-0.39871702251200136,0.3145087213948599
17215,PNPT1,1.9359941703333923e-28,7.662329892805954e-28,0.14655814575129145,0.4982180245728141
17216,PPM1B,4.275847669855927e-150,7.473318711782134e-149,0.6100261063794682,1.009735393901231
17217,PLCE1,1.849145883796197e-24,6.816578605302119e-24,-0.11874270191974098,0.019743106227095936
17218,ADCY3,2.0538079544526408e-197,5.131422339708493e-196,-0.5525887151255069,0.11570878064855565
17219,DBR1,9.97282902310793e-49,5.396743806823723e-48,-0.140226652011547,0.04209631681528409
17220,GPR87,0.00269778749514949,0.0053029260313268494,-1061.0767884501677,6.43718050755789e-05
17221,CTDSPL2,1.0040293128093504e-57,6.213338456498597e-57,0.08630883953454084,0.39927867138917855
17222,SENP7,1.2455300245221704e-158,2.343564691078703e-157,-0.18980960551897985,0.6429546627191912
17223,SLC35A5,9.319137651845646e-34,4.0108187372712395e-33,0.23209956740372764,0.19269036846287724
17224,ITGAV,0.0,0.0,-1.0321971080913903,0.6646778300001951
17225,ABI2,5.865289734721547e-27,2.2582787941831083e-26,0.163790852877096,0.46441546986741994
17226,WDR12,1.6277277433119822e-148,2.8025161534420765e-147,-0.26379020915727375,0.16380781349788154
17227,FAM117B,3.6892590870573956e-94,3.6826866579790644e-93,-0.14338428345010973,0.13740842034171316
17228,CHRNA1,0.11678154098039942,0.17504374084806093,0.09737285816942852,0.0004848385655223165
17229,SLC49A4,8.405303493204995e-72,6.29810961058204e-71,-0.04070136224512101,0.12969220730352685
17230,RAPGEF5,0.0,0.0,-0.6120942881471462,4.186419191674356
17231,MAP2K5,3.1375346702628775e-46,1.6353809303195097e-45,0.07116622989875232,0.6390937685178045
17232,CAB39,1.0926407967839894e-83,9.51366536541672e-83,0.03641758492420192,0.29501344756427805
17233,IMPA1,7.13333628102136e-113,8.78740313545024e-112,-0.3584901025484334,0.07761112604432055
17234,CHIT1,0.18457134035011824,0.25603586886155044,0.37678048500728867,0.002765846018284332
17235,APCS,,,0.0,0.0
17236,DCAF8,1.1627746598422817e-82,9.976140529004868e-82,0.005211604571777089,0.2757350593483059
17237,ACY3,0.7045949432996803,0.7530178644339439,1.2146233736227934,0.0005547665508835912
17238,ALDH3B2,0.006652335206970901,0.012527712402376988,-2.620340066233229,0.00016221452133649
17239,TOE1,1.6257971626417446e-10,4.4983024828244684e-10,0.10119001090450792,0.014633112428716873
17240,NASP,4.1992274310769853e-190,1.0012450787164912e-188,-0.2748403792968565,0.5418712384701873
17241,CTNNBL1,7.194498877806122e-146,1.2102640010691782e-144,-0.15682815691185395,0.23287414555941852
17242,ZSWIM3,3.698892047691964e-16,1.1664888660913691e-15,0.2106556818535551,0.034778780762680386
17243,AP3B1,0.00997358377926047,0.01837056410893273,0.25561330979278285,1.0164261162671602
17244,PATJ,5.298002813537475e-94,5.278883451919584e-93,-0.20244120818912753,0.1425968537615439
17245,ANGPTL3,0.011610070192596984,0.021198336902354335,-0.9637936206870812,0.0003670444522993245
17246,SLC14A2,2.390580134609257e-21,8.336617635812e-21,-1.0575230390168586,0.005588915007591459
17247,COG6,3.799937328557897e-120,5.018551545674627e-119,-0.07055256516206079,0.36960644788011765
17248,CASP9,2.1910164980059187e-43,1.0967171650948701e-42,-0.021317416054363988,0.0494765451689795
17249,DCTN4,2.230129746396653e-126,3.138987942268388e-125,-0.10949509439035127,0.2830968869665042
17250,PDE6A,0.03257638422989811,0.05570279549107291,-0.4517744805034016,0.000581008623034146
17251,ZMYM5,7.498701687352647e-123,1.0175054547418468e-121,-0.08977566435225692,0.26411132121378444
17252,USPL1,2.8745953889735002e-62,1.897242915480137e-61,0.03872823330379487,0.12801960850898952
17253,XPO4,8.677417403761802e-102,9.462706294165203e-101,-0.04257660934401099,0.39627034154626367
17254,TPTE2,1.5763106244701023e-08,4.1134571203040775e-08,-0.1530469523669245,0.010602464338519487
17255,CDK8,1.4727356162222768e-117,1.901530750569339e-116,-0.06988891626134558,0.445969784666386
17256,ALOX5AP,0.03947627270139115,0.0663457695941249,0.23036367425215093,0.0016585576649475182
17257,HMGB1P5,0.593146501628486,0.6504452653104339,0.3136655441382398,0.0002799879170300553
17258,WASF3,5.999635792989316e-119,7.844822339892893e-118,-0.13467887031700973,0.1838863421389609
17259,MYH8,0.7387921030887215,0.7839915969550021,0.7344545258734889,9.879226843362293e-05
17260,MYH10,2.3838908384000932e-12,6.900479277119224e-12,0.33068920296255894,0.0835731961045289
17261,SCO1,3.8361220714204236e-36,1.7169496436656995e-35,0.1176983156245736,0.06203452612283827
17262,MPRIP,2.2484361359629337e-28,8.887842478728052e-28,0.13444228560320182,0.5013493665606992
17263,NMUR2,8.789322569861325e-195,2.1578013437941765e-193,-0.8246391404256301,0.09229117332398674
17264,DSTYK,8.491461326334137e-136,1.3109467563046324e-134,-0.14262613511787967,0.21062549635619288
17265,RFXAP,1.1127356593472764e-77,8.988224314702126e-77,-0.08418610257230315,0.10968114893338023
17266,KRAS,2.8464035092581105e-30,1.1591883979238192e-29,0.22731302978685694,0.09409781387168575
17267,USP26,0.007056278519056636,0.013243518799785362,-0.37871696363388735,0.0004802255217824178
17268,SLCO1B1,2.3949736684099123e-67,1.6993163261406793e-66,-0.4023647544066542,0.06624050151537055
17269,SPART,2.9247641281828704e-71,2.1752754794461007e-70,-0.0639066414774669,0.8754809103789122
17270,GPALPP1,1.4452082755735458e-30,5.912737648008509e-30,0.2237601081912145,0.20930930574732728
17271,STOML3,0.563675563715258,0.6207000818680014,-0.5504851379107754,0.0002507407229419849
17272,KL,0.9162931047156301,0.9521791271443555,0.8089363153695043,0.0015972164883139095
17273,RFC3,2.5100238400728197e-13,7.43215172167039e-13,0.338649425100687,0.08976188389615383
17274,GNG5P2,,,0.0,0.0
17275,SLC39A11,0.0,0.0,-0.6371137422032583,1.9990997153020558
17276,SRRM1,6.007697230031381e-72,4.513116716456145e-71,-0.06135969203764926,0.704093152928315
17277,PRAM1,1.759158238740292e-30,7.187159255037809e-30,-0.3473307999738535,0.014901807268069854
17278,PDE6B,0.01666822370521034,0.029780205365090705,0.48404201579184486,0.32962405475364426
17279,SLF1,2.260694183067626e-38,1.0491713734865127e-37,0.1136026910290599,0.09337292988772648
17280,MACROD1,7.371649321694153e-21,2.5480774966451112e-20,0.1309980710043954,0.049388030505578
17281,LARS1,3.102287494248217e-37,1.4159482283881834e-36,0.16532525033494708,0.3305722507128529
17282,LGALS12,0.7156250885851135,0.7630050124599842,0.735746418639142,0.0005147387488911492
17283,PLAAT2,0.6005934098054171,0.6582049098399633,0.4733633433583045,0.002409323351939997
17284,MYH11,1.0920301045988e-273,4.1034054285427494e-272,-0.6338997338062384,0.18493540663477684
17285,MORC2,4.7672816070589395e-54,2.791929969138637e-53,-0.14346966656868645,0.05399030310995051
17286,LARGE1,2.94090472501053e-20,1.0044312641838582e-19,0.6435639085443007,0.4947470507595417
17287,GSTT2B,4.255179084456901e-08,1.0941478841677476e-07,-0.6889147842523543,0.0033095761023424182
17288,MYO18B,5.927946657819741e-13,1.7405149384006145e-12,-0.5517345967876053,0.004910251574291135
17289,FAM83F,0.00041753314190668686,0.000880742278299761,-1.3514812945239938,0.00044765598908951974
17290,SEC14L4,0.1826872853541187,0.2534961559620755,0.12293927152442667,0.0006120084151698233
17291,ZNF767P,1.2880206284400023e-47,6.854212567712425e-47,0.19254758123111063,0.25090359388718303
17292,ACTR3B,5.371156406173609e-21,1.861147702692132e-20,-0.22407323150451214,0.01435039430151109
17293,C12orf29,1.6092560449034377e-15,5.0090575788669865e-15,0.31986107796676255,0.05464780277322595
17294,ATP13A3,1.586757876730541e-28,6.287950974434434e-28,0.20575986338044647,0.24663435143210966
17295,SFTPD,1.061959711347305e-07,2.697159640164979e-07,-0.5235381678614318,0.005154945419586126
17296,TMEM254,1.2935268804670224e-46,6.782160616424176e-46,0.08202026071922587,0.08775720218839059
17297,RTN3,1.3548422937574885e-08,3.544993893472588e-08,0.07002319709634945,1.2759661492876897
17298,SPINK5,7.620667825125009e-35,3.335968353319314e-34,-0.7643920104233541,0.01586823951769831
17299,LRRCC1,2.4805104841985817e-77,1.9964598747134425e-76,-0.2491867248115078,0.06899489625171898
17300,HRH4,5.0725179019896346e-05,0.0001137301854193298,-0.2859059990666309,0.0024271411104579304
17301,SWAP70,2.3468974897573656e-97,2.429931743335194e-96,-0.2750592308859018,0.12103607347704891
17302,ARNTL,2.3989859352458627e-109,2.8502077363497932e-108,-0.6052775969306906,0.04806875700078843
17303,LYVE1,1.7371392453373717e-19,5.850656724639312e-19,-0.21607608097741546,0.012678460952591253
17304,AMPD3,3.099715354034322e-214,8.709834396712076e-213,-0.29462130926016106,0.3871012987114206
17305,SBF2,1.824555447618062e-257,6.302739044890607e-256,-0.31191543409891537,1.157451561233273
17306,HSD17B4,1.2881889678662379e-21,4.515416380279613e-21,0.06060935620770814,1.0479214635327114
17307,ZFC3H1,4.280240671170131e-80,3.5515185116054946e-79,0.004507917708710113,0.3456508535950154
17308,DGLUCY,4.828843177631422e-283,1.904643713810688e-281,-0.5037609558624571,0.2368770283875963
17309,UNC79,0.005825179807918874,0.011047284905745107,0.29061834269501663,0.8184537376336005
17310,NUMB,1.2374958170617047e-132,1.859269149120074e-131,-0.10845302559372998,0.2711017892930113
17311,CATSPERB,1.146387512730842e-10,3.1848091148429123e-10,-1.1289050049280305,0.002814229592983604
17312,MED6,2.5464976616083057e-42,1.252603329493928e-41,0.125184630648237,0.0979094095664849
17313,EIF2S1,1.8021316164174892e-54,1.0634167391782435e-53,0.09458740198382436,0.12162667391099656
17314,LOXL2,1.1891662373207087e-40,5.705781636367415e-40,-0.07375866264438573,0.04066575773246185
17315,CCDC59,4.259809815037132e-34,1.842098213285039e-33,0.18923006206430454,0.21944514689372235
17316,ELP3,4.383706082830275e-63,2.928260329032243e-62,0.09064812436880108,0.2218237160895835
17317,ADAMDEC1,0.014301662259178763,0.02575123743675768,-1061.0731136397542,6.420804686265429e-05
17318,CTIF,0.00025479175400512145,0.0005464412592087773,0.4163172335723939,0.30866481113026495
17319,MRO,0.7411163436387576,0.7860268594383839,0.4555277590005083,0.0014537610414960475
17320,MBD2,2.0778803787659317e-93,2.058538694533009e-92,-0.011358261331570557,0.24057229351723977
17321,CDK7,3.5879272092500123e-69,2.598502233925945e-68,-0.12420918161901602,0.07153309532693947
17322,IRAK2,8.861743763790729e-95,8.904276394724534e-94,-0.09822494645263537,0.16796855337300395
17323,CAMK1,6.50870632899082e-05,0.00014485673396449076,0.3911265971954941,0.020399267382672236
17324,THUMPD3,1.6311081403309054e-32,6.879398091973451e-32,0.14423214724495947,0.06730713990493066
17325,ARL8B,9.214740060926466e-32,3.843038811311517e-31,0.17761586810787394,0.3738399905330072
17326,MEIS2,7.920945756333752e-38,3.6476175393742886e-37,0.1554269831165596,0.77919072399988
17327,DPH6,2.8394528440580595e-175,6.013831698960544e-174,-0.2311934800552585,0.7679441818824834
17328,KATNBL1,1.498623872571316e-230,4.582710015466475e-229,-0.2897256880585728,0.5976433919616602
17329,CYP27A1,9.179351105242608e-224,2.7133563678196572e-222,-0.30447830040438373,0.6318047856227837
17330,EIF4E2,3.5071540485066396e-105,3.985373801258574e-104,-0.1257614558819028,0.1247948802195837
17331,PEBP4,0.034918109849414784,0.05907858887577274,0.46666902983853786,0.0037806535113714982
17332,GNAT2,0.002495848561251363,0.004930361980547461,-0.5743226690470677,0.00045437142163434963
17333,CA1,1.8070114946697195e-06,4.367594009763109e-06,0.12123623160629733,0.015368426448690183
17334,GSTM1,0.20589867583428145,0.2827036572352565,-0.8827158526325698,0.00029350843833765155
17335,PRPF38B,2.5779013534326733e-77,2.073969539030653e-76,0.027689232430278668,0.23300717792201295
17336,GSTM3,1.2255155114419193e-21,4.297311983891037e-21,-0.2307595656320812,0.02162140989484265
17337,CHIA,0.7055412277711774,0.7530178644339439,0.21742822840445297,0.00010314641634042331
17338,HMGCS2,1.0,1.0,0.8199999332032919,6.83183678140421e-05
17339,PTPN22,5.7265510000660425e-05,0.00012787496114664265,0.08745218491050698,0.006956572825936489
