,gene,pval,qval,log2fc,mean
58176,SLC2A13,3.9398063774694675e-21,1.3684093217351106e-20,1.3517351973650538,0.05912344328145811
58177,AC007950.2,0.47419209598539336,0.5440593586448088,0.844590580122177,0.0011083004811511079
58178,LINC02595,0.22263416518986523,0.3045235124233287,1.154075770541037,0.0006182742227093636
58179,GPM6A,6.344905126741294e-48,3.3916045894935017e-47,1.2834405786644065,0.10918275746768537
58180,CCNO,0.4325144905755377,0.4994595278044897,0.7348885809370244,0.0006577605971169136
58181,NUTM2HP,0.28503495600689643,0.3768156911490736,-0.8244536251406515,0.0002836120530354093
58182,CFAP91,0.47941663611764307,0.5477026715950574,1.0652869524785296,0.00017139692825609662
58183,AC005040.1,,,0.0,0.0
58184,KIF26A,0.9999739398963668,1.0,0.26646399126168324,0.00012007643578690094
58185,BOLA3P3,0.3173298659080288,0.3768156911490736,1058.8997941889122,1.423492274464197e-05
58186,AF131216.2,0.15730335818763108,0.22281847255572587,1059.7365419101268,2.5423847649154234e-05
58187,GOLGA6L17P,0.3173298659080288,0.3768156911490736,-1059.678258057911,2.4417212881162724e-05
58188,LINC00448,0.36578581689701495,0.43011531867709313,0.15690735650850882,0.00015372173860377311
58189,AL121768.1,0.07356192517071211,0.11701972582057751,1.6766489261230635,0.0003134774384487674
58190,AC131009.2,0.22019002985870384,0.30141842773860505,2.029130583678052,0.00038702844653262217
58191,AC023300.2,0.31733470624207705,0.3768156911490736,-0.48924456823793366,4.9246734604877094e-05
58192,AC009154.2,,,0.0,0.0
58193,HMGB1P47,0.31733470624207705,0.3768156911490736,0.5677877610715679,2.3700702950607635e-05
58194,PROB1,0.0756723714083224,0.12014620782564799,0.19874897704614836,0.0012030150778013881
58195,RPS19P1,0.6547725078638419,0.7064354947540712,0.09978796213135913,0.00011523088228996825
58196,LINC01333,0.5636794650321901,0.6207000818680014,-1.4322195599715721,3.837459384543254e-05
58197,LINC01016,0.4142768677719998,0.4793142601678834,-0.22576073868601534,8.05018994984639e-05
58198,PIFO,0.10892427057412675,0.16378186887984914,0.6364923029449036,0.001444331392699731
58199,CATSPERZ,0.15151929816721993,0.22281847255572587,0.9601598527218342,0.0011950462097458123
58200,MARCHF3,5.057387525198279e-106,5.8163772859977306e-105,2.4062852932933043,0.06460994140900819
58201,AC148477.3,,,0.0,0.0
58202,YBX3P1,,,0.0,0.0
58203,CD84,0.020950498481195175,0.036836912465643676,-0.18310718976429247,0.0007774053797641517
58204,RPL7P38,0.5636794650321901,0.6207000818680014,1.7906791592226585,4.8795008990918215e-05
58205,RN7SL221P,0.15730335818763108,0.22281847255572587,-1057.9052677258046,7.14451607337038e-06
58206,RN7SL569P,0.31733470624207705,0.3768156911490736,-0.7574829703056982,3.96159732811662e-05
58207,SORBS1,0.0014083624570094089,0.0028475153269818254,0.7656210007400981,0.1054154192807017
58208,AC009230.1,0.5271429733273888,0.5967151867597527,0.03601237149839584,0.0002871443040989808
58209,TRAC,0.9993238459312735,1.0,0.850013013971699,0.0005588030497508543
58210,AC022167.4,0.3173298659080288,0.3768156911490736,1059.0882337041462,1.622112836046952e-05
58211,Metazoa_SRP,0.3173298659080288,0.3768156911490736,1058.323566821637,9.547581903276131e-06
58212,BSPRY,0.1542029657493171,0.22281847255572587,0.46943094870135427,0.0018969486106581634
58213,AC021660.4,0.3173298659080288,0.3768156911490736,-1059.087960595761,1.6218057921635434e-05
58214,DPEP3,0.15730335818763108,0.22281847255572587,1059.0320838850696,1.5601928423127e-05
58215,KCNQ5,4.5107661666596256e-05,0.00010140973122614176,0.8086410942043183,0.06257622892503997
58216,ADAD2,0.3173298659080288,0.3768156911490736,1058.4628720253477,1.0515463917525773e-05
58217,KCNIP4,4.468236831279176e-79,3.6707365188744967e-78,1.2291952638463315,0.43048404519899064
58218,AL121809.2,0.7055636928084972,0.7530178644339439,0.6505123815467944,0.00010827259488437704
58219,CCNYL4,0.3173298659080288,0.3768156911490736,-1059.6265690798577,2.3557877371459998e-05
58220,AL009174.1,0.032504239742886736,0.05561268315123534,-0.7663120799461232,0.00031528784293053286
58221,IKZF1,0.017720058234433907,0.031583929403021974,-0.004658782342423397,0.0015884905188490587
58222,RPL35P1,1.0,1.0,2.2103038917285427,3.497633003050952e-05
58223,NBPF2P,0.08326246088475368,0.12918039568839096,-1059.806097377622,2.667961507743327e-05
58224,ONECUT2,0.25009344517086507,0.3387989919611854,0.6765907858483703,0.0021529081267321936
58225,PDE3A,0.058864672844888645,0.09489578018768552,0.5665109061898925,0.013641476397917882
58226,RNA5SP212,0.3173298659080288,0.3768156911490736,1060.9834270759213,6.033802816901408e-05
58227,COL11A1,0.005424813749281772,0.010316243435572674,0.4134286215469167,0.014814524460483895
58228,LTA,0.6320408983723098,0.690246848857283,0.8578312382500959,0.000577008872135132
58229,NTRK3,0.01149621222387546,0.020999505161038535,0.8080594387727151,0.0341666180439571
58230,AL118505.1,0.1794673993782514,0.24978060677148137,1.8658053759333033,0.0003702747566078494
58231,ZBTB7C,0.6654398660509366,0.7168388401547297,0.9891466318116215,0.005761155368858695
58232,AL022721.1,0.5635663763418014,0.6207000818680014,1.1373592717446777,0.00015910109146257645
58233,ARHGEF19,0.5928063230084788,0.6504452653104339,1.024896426004808,0.00024263263096854524
58234,SRARP,0.10246700024981382,0.15511901497966718,-1.7058876180195301,6.702028033303251e-05
58235,AC098595.1,0.13165102725874853,0.19554557866147482,1.1777733802424943,0.00025871753142115117
58236,DSP,0.07828891869129417,0.12403694041231196,-0.05175716979876762,0.0006492936082413826
58237,SLC25A39P2,0.5636794650321901,0.6207000818680014,2.465322455988227,6.901915636484989e-05
58238,DUSP2,0.23656919070166926,0.32229982851628713,0.5829527151281358,0.002189694773339147
58239,AC093627.1,,,0.0,0.0
58240,LINC02190,0.3173298659080288,0.3768156911490736,-1058.6846448653814,1.2262773722627738e-05
58241,AC008250.1,0.6171067694100554,0.6749303768665113,0.6633416098983844,0.00022859268652755598
58242,AL158065.1,0.41412748771825203,0.4793142601678834,2.8786861793719893,0.00012062811620955951
58243,RPS5P2,0.27725546781717025,0.3710437931498655,0.7346194253388334,0.001033130354765825
58244,AC005832.2,0.08326246088475368,0.12918039568839096,-1059.8473292860645,2.7453113190191547e-05
58245,AC084834.1,0.045495944651440565,0.0751347900875225,-1060.6133463048807,4.6685896246888436e-05
58246,AL022313.4,0.2863445980584053,0.3768156911490736,0.6693924335326848,0.0008099807068278888
58247,AL033527.2,2.5933390554547785e-06,6.217682147680466e-06,1.751436857126308,0.002585073894498588
58248,APOA2,0.3173298659080288,0.3768156911490736,1060.7357134693714,5.0818505338078295e-05
58249,AP003170.4,0.3173298659080288,0.3768156911490736,1059.043326514737,1.5723986052486694e-05
58250,MTARC2,0.18104125948247385,0.25139524285874915,1.2746420895625787,0.0028542063173943167
58251,KCND2,0.002096197231957523,0.004169850001673047,0.5086223097641466,0.08004510441437082
58252,LINC02593,0.0895422514520026,0.13811675357134737,-1.1946414460503034,0.0002607307807939713
58253,FOXO4,0.009042949882182585,0.016733256102710935,0.8164828882098311,0.012479678280835578
58254,CBARP,0.9885668461710437,1.0,0.5063748960901461,0.0037452395641788916
58255,PCDH11Y,5.948358152835543e-05,0.00013271906209482923,1.328115364773311,0.005058126474122029
58256,CELA3A,0.9991677622000923,1.0,0.7767277040856411,0.0006483972370992724
58257,AL157996.2,0.9999521254901429,1.0,1.5813454093667774,5.7464911733167e-05
58258,EHBP1L1,0.2143063371540863,0.29363852338337876,0.9157833373869204,0.008332785787863598
58259,AC090936.1,,,0.0,0.0
58260,MAP3K6,0.5538953016012448,0.6207000818680014,1.1494243853388524,0.0008382230505563233
58261,AC239859.5,0.5636794650321901,0.6207000818680014,2.966969436797251,7.185973441277614e-05
58262,AC022613.1,0.6023375917308722,0.6598127510602793,0.7383042196402196,0.0005568792574806489
58263,FAM162B,0.9969042924857717,1.0,0.8004783247790619,0.0015034291255776094
58264,FOXG1-AS1,7.095875406630639e-05,0.0001576576154548024,2.2697942916258738,0.001181288723188852
58265,LINC01985,0.03426629699687967,0.05814840367904865,-0.689045235878253,0.0004844390900753436
58266,AC010547.5,,,0.0,0.0
58267,FBLN7,0.9200511839150728,0.9559018953871269,0.6229024368411401,0.001801101644575906
58268,MYCL,0.6702908265035896,0.7214321931990557,0.8882831700123685,0.0004402393270238335
58269,MEG3,1.1490603341691536e-41,5.594364535204842e-41,0.9256392205406502,0.304272206441813
58270,RNA5SP193,0.5636794650321901,0.6207000818680014,1.944389503937048,5.929785829824893e-05
58271,IGKV1D-8,,,0.0,0.0
58272,AC009088.3,,,0.0,0.0
58273,RPS20P14,0.5637106605930435,0.6207000818680014,-0.6896944477658642,5.6081377675038535e-05
58274,AC007569.1,0.2674272179407543,0.3588867236537976,0.2694357482200267,0.00275750441308849
58275,SULT1A4,0.31729598937748327,0.3768156911490736,3.0802922597548235,7.819639425269202e-05
58276,GABRA4,1.087768503892229e-09,2.9434099520844904e-09,1.8475302416541068,0.006938294285038272
58277,AL662791.2,0.7055861581024793,0.7530178644339439,0.8537115161606216,0.00013478266276183254
58278,TNFRSF1A,0.36034370758781153,0.4248846060684139,0.421074398400428,0.001408904110817397
58279,AC025161.1,0.3173298659080288,0.3768156911490736,-1057.6442294561473,5.962006819288845e-06
58280,AC096763.1,0.3173298659080288,0.3768156911490736,1058.9322755903877,1.4559048428207307e-05
58281,NCOA4P3,,,0.0,0.0
58282,ST6GALNAC5,1.795075725737851e-17,5.816973575613506e-17,1.5280686452919172,0.019966885475946054
58283,AC012645.3,0.4664919282466605,0.5361423705998258,1.4520476567757294,0.0003378363955287439
58284,AC100756.2,0.9999600997870542,1.0,0.3256534825929927,0.0004344517986800566
58285,RN7SL692P,,,0.0,0.0
58286,ATP5MGP3,0.31729598937748327,0.3768156911490736,1.8125380700712221,7.396964068490942e-05
58287,LINC02451,0.405330459054827,0.47313228707188826,-0.5254233722542865,0.0002414852225784108
58288,EFNA3,0.5007016880822894,0.5700291537979978,0.8713667583605824,0.003032452052505837
58289,RPS6P7,,,0.0,0.0
58290,MRPL48P1,,,0.0,0.0
58291,DBX2,0.9995337108112535,1.0,0.6924679770925019,0.0005652245786109728
58292,ASGR1,0.41274320646308515,0.4793142601678834,0.6082958200041848,0.0023342466028407243
58293,LILRB1-AS1,,,0.0,0.0
58294,AC117500.3,0.5636794650321901,0.6207000818680014,2.508354225267587,5.282223297365587e-05
58295,TRGV4,,,0.0,0.0
58296,TNFRSF14-AS1,0.08326246088475368,0.12918039568839096,-1060.436232380374,4.129230215477175e-05
58297,PGGHG,0.05266956496399398,0.0860703278546105,0.2523118263149826,0.001273482874605995
58298,AC007967.1,0.3173298659080288,0.3768156911490736,-1058.3552613913128,9.759653719102404e-06
58299,SLC9A3R2,1.8479611085100382e-35,8.173071869582064e-35,2.3592633683843336,0.01122595285063203
58300,AC097716.1,0.0002058063736762311,0.00044410910402739747,2.2686355388330375,0.0015073403382767651
58301,DRD1,0.2849457961538423,0.3768156911490736,1.1219735785760605,0.0008400240971511318
58302,AC106795.2,0.7053615167145866,0.7530178644339439,1.4017922928530522,0.00017590734059251052
58303,LINC00308,0.15730335818763108,0.22281847255572587,1061.1184311795953,6.625694359476325e-05
58304,TRIB1,0.2491251399936536,0.3375592490767493,1.177420916048469,0.0006181951053838518
58305,AC010722.1,0.3173298659080288,0.3768156911490736,1059.3656518091975,1.9660394676457092e-05
58306,THEGL,0.46410936875072484,0.5337930200476974,0.2521502981347028,0.0028307228125747474
58307,SDR42E1,0.15730335818763108,0.22281847255572587,1061.2293339473297,7.155112356712286e-05
58308,AC027250.2,1.0,1.0,-0.009444406948140322,0.00012953439822841975
58309,CLIC6,0.7604676992149592,0.8053403450759714,0.35934903305184923,0.0020269351451736193
58310,RBMY2GP,,,0.0,0.0
58311,AC020549.1,,,0.0,0.0
58312,FMNL1,0.7222450362773342,0.7697186275519967,0.4234156457338549,0.002552720546226094
58313,CACNG8,0.042285956556872305,0.0708055160065897,0.9550818736494223,0.009490181717052078
58314,CNR1,0.0004021173289136623,0.0008498238652320352,1.0769986530765485,0.008970544701132614
58315,GDA,0.5576352462041703,0.6207000818680014,0.6403721778140462,0.008370565432836055
58316,AC117509.1,0.014301662259178763,0.02575123743675768,-1061.629807283591,9.44432545363738e-05
58317,BACH1-IT2,,,0.0,0.0
58318,CTSO,2.8488224370053983e-06,6.819919106231445e-06,1.103275206826167,0.037359115162269106
58319,AL353705.1,0.7632315228291848,0.8064069514402307,1.598034272197054,0.00024040727149163247
58320,AL451142.1,0.15730335818763108,0.22281847255572587,-1058.71073635383,1.2486566522454017e-05
58321,ABCG2,0.9229588451976142,0.9587659947032224,0.9329023979933347,0.0026422969501504025
58322,SPRR2G,,,0.0,0.0
58323,GALNT17,0.3350414438103655,0.39678454269302044,0.8908586571526064,0.02164022227440604
58324,TSPAN32,0.4793814863969289,0.5477026715950574,1.3730246061602944,0.00012640380074346053
58325,AP002518.1,0.7048532364677171,0.7530178644339439,1.1820797817381865,0.0006184527549379748
58326,LGALS16,,,0.0,0.0
58327,AL354863.1,0.37125607187832077,0.4358688659499193,0.21633533513823358,0.0003493191268705166
58328,AC012146.4,,,0.0,0.0
58329,SH3RF3,0.3735379160619554,0.4383019733244834,1.0625444847482048,0.007088312153568461
58330,IGFBP4,0.6294902284618011,0.6876780975070688,1.4321645931238127,0.0007700215328942293
58331,Y_RNA,0.9999840418300391,1.0,0.6331766959398698,6.169629429886304e-05
58332,HS6ST3,0.0008559796578281095,0.0017634245429881928,0.9255973283349958,0.049761041640492325
58333,CCND2,0.7817839093759614,0.8236418441043145,0.818053477660508,0.00021315001554566158
58334,AC007663.2,0.1573241168836388,0.22281847255572587,-0.4495079871059094,0.00011359759366654091
58335,ABR,0.02944362323087013,0.05061864063270377,0.5718382237791989,0.016419437093801514
58336,AC104985.2,0.3173298659080288,0.3768156911490736,-1059.2795527396772,1.8521400778210116e-05
58337,GPC1,0.14151834717039816,0.20907840495876348,0.7821789298968698,0.037698756430852215
58338,LINC02798,0.0007083198622554785,0.0014689964833256173,0.459757858293997,0.027052853005664814
58339,GSC2,,,0.0,0.0
58340,DNAH7,0.7772424184573967,0.8203460007773886,0.7433105154410179,0.008143949060200172
58341,LINC02442,0.3173298659080288,0.3768156911490736,1059.5614215519224,2.2517739816031534e-05
58342,MFNG,3.1082374807534556e-09,8.306218578458981e-09,3.086163651902016,0.0011923405286090516
58343,CCND2-AS1,0.7313124043121078,0.7789244745785908,0.571004279766335,0.0013857234197761144
58344,RNU6-1158P,1.0,1.0,1.207938540636489,1.7272050431929988e-05
58345,TRMT112P2,0.3173298659080288,0.3768156911490736,-1059.1141395260618,1.651503469545104e-05
58346,DLGAP1-AS4,0.0007057092322894217,0.001463661921979835,1.2121640395026936,0.0034797432710605308
58347,AL589987.1,0.7054962984665964,0.7530178644339439,-0.38922061858976753,0.00018227039455306158
58348,Y_RNA,0.7054289064351345,0.7530178644339439,0.9876310615881833,0.00012921931040046602
58349,PRSS27,0.4174063709886592,0.4827005447192513,0.7299713847198774,0.0023682468421559336
58350,AL121830.1,0.9999521254901429,1.0,1.031615329301405,7.177119883608292e-05
58351,AC006453.1,0.31727663210671564,0.3768156911490736,2.8509587913048575,7.385559308147048e-05
58352,AC244100.1,0.08326246088475368,0.12918039568839096,-1061.7568012798051,0.00010313354516893638
58353,AC062021.1,0.014274764478911291,0.02575123743675768,2.078174573468454,0.0005035829241478942
58354,B3GALNT2P1,,,0.0,0.0
58355,GNG12,0.9296672559446297,0.965353631812443,0.9092478701363877,0.005973650381604551
58356,RNU6-645P,0.1797241015535409,0.24978060677148137,-0.3254858301125544,0.00010138888559833379
58357,GPR65,0.6167546873721208,0.6749303768665113,1.3337537073075416,0.0002721232124675726
58358,TMEM190,0.31727663210671564,0.3768156911490736,-2.3860275229824968,7.725791077782898e-05
58359,CAMK2B,0.009492275137390403,0.01751875356187208,0.9282332132030983,0.027040112532074105
58360,C16orf54,0.10246700024981382,0.15511901497966718,1.6936519546763846,0.00010435229951951182
58361,DLGAP1-AS3,0.03487574997072204,0.05902264481586796,0.15506154686433954,0.0007592872624693412
58362,AC104304.3,0.41412748771825203,0.4793142601678834,-2.2979625911190737,0.00013133260828647906
58363,TRIL,0.8652673684907506,0.9022061538567834,0.6983460717311535,0.0030402798704268173
58364,MT1JP,0.3173298659080288,0.3768156911490736,-1057.7837823771301,6.567530277479687e-06
58365,BX284668.5,0.016112187974103756,0.028867985807829462,0.45522078658127674,0.007824631146969793
58366,Metazoa_SRP,0.47960998471915095,0.5477026715950574,0.5000270086018005,0.00014402869555346745
58367,CDC42P4,0.7631579486072015,0.8064069514402307,1.0660204628747503,0.00015432043537360693
58368,AP000439.2,0.7055861581024793,0.7530178644339439,0.8983098046363925,0.00010110477457182966
58369,THY1-AS1,,,0.0,0.0
58370,AL731556.2,,,0.0,0.0
58371,NKAIN3,0.03335940898860827,0.056908896408504696,0.8174622028939703,0.024347323355827247
58372,TLE3,0.04195069054800105,0.07026574693423317,1.179504162800341,0.0033049560702154823
58373,FAM155A,7.292303730170912e-26,2.751003531950219e-25,1.0476833066047082,0.1470159557585344
58374,MANEAL,0.018047587343791218,0.03216018955070307,0.577903552402814,0.009455552444244817
58375,ZNF886P,0.020116543868230665,0.03552365805357864,2.5343902000415515,0.00037374030527565383
58376,AC097375.2,0.7054064429381601,0.7530178644339439,-0.10431942332920893,0.00012452646139238976
58377,C1R,0.3296077970573692,0.3906409618799926,1.2317628458713348,0.0012847068798829328
58378,OSM,0.3173298659080288,0.3768156911490736,1059.0430617757618,1.572110091743119e-05
58379,CCN2,0.3372291414832007,0.39907770130114334,0.9362823524093817,0.0035877778463679322
58380,AC104581.1,0.46720488460823806,0.5362364223677768,0.6290131885917412,0.00021797733864193752
58381,AC092825.1,0.7669131411122588,0.8100722028903106,0.37289947698326553,0.0010482383497032552
58382,AC233701.1,0.5636287678783842,0.6207000818680014,-0.6391994341676208,0.00023472537968222923
58383,AC016766.1,1.4224842104523861e-12,4.138629611076421e-12,2.4727760673861785,0.029231756941690355
58384,AL606490.2,0.3173153474226038,0.3768156911490736,-1.003958290917282,6.286884820900971e-05
58385,AL590729.1,,,0.0,0.0
58386,ADAMTS17,0.00013175856051945992,0.0002879087384821048,0.49755029540718193,0.04884241911259629
58387,LCN1,0.17970088876151025,0.24978060677148137,2.777473841498242,0.0001455135191723016
58388,KLHL34,0.6546950157158451,0.7064354947540712,-0.5980694209255963,4.2974584040467334e-05
58389,STYK1,0.36338046377857325,0.42833567723336213,0.3024527722012434,0.0023082792497956346
58390,TPM1,0.00023449476041202918,0.0005044159296121004,1.1100479099947016,0.028208318501025297
58391,YBX3,2.4539633663759355e-11,6.938328301102396e-11,2.489249448851288,0.004913881788890378
58392,PRSS43P,0.31733470624207705,0.3768156911490736,0.1849085040556904,8.150461176519233e-05
58393,CTAGE13P,0.5636794650321901,0.6207000818680014,2.196416101567526,3.726902006344698e-05
58394,RNU6-190P,0.5637418569857895,0.6207000818680014,-0.00019891504342731348,7.559409534635904e-05
58395,RTN4RL1,0.9894059299150448,1.0,0.7646191416070386,0.0036433768071767593
58396,IMPDH1P5,,,0.0,0.0
58397,AP006333.2,0.14246889341674712,0.21043377953810277,0.7708579295313549,0.00681263591815991
58398,AC144831.1,0.045495944651440565,0.0751347900875225,1061.3993918660456,8.050243045957106e-05
58399,AL807742.1,0.11841956300160231,0.1772827075355409,0.7141669998150473,0.0029115565093297876
58400,AC117944.1,0.6169659260267681,0.6749303768665113,0.46814625330868465,0.0003149372159704189
58401,LRIT2,0.3173298659080288,0.3768156911490736,1059.6558206687914,2.4040404040404043e-05
58402,PCDH8,0.0013210633581298553,0.002680524091694507,1.5626425750547137,0.004036958845835947
58403,MMP9,0.654746676734556,0.7064354947540712,0.032360895753965425,6.0480892686119236e-05
58404,TMOD4,0.8609779425034533,0.8981514460031916,0.826062453194691,0.0007012466604754873
58405,AL138479.2,0.15730335818763108,0.22281847255572587,-1058.8156281401432,1.342822498873716e-05
58406,AL078600.1,0.0014264397291207792,0.00288375903639624,1.8000910916927395,0.0019012942991936828
58407,AC068898.1,0.3173298659080288,0.3768156911490736,-1058.0363272939815,7.823943018902385e-06
58408,RPS7P10,0.7055636928084972,0.7530178644339439,1.2280724741853322,0.00015199483976316276
58409,IL36G,0.9999840418300391,1.0,0.7983939471122399,4.1795762678360566e-05
58410,IER5,5.3016894579362595e-05,0.00011867287729190892,1.6511956753737687,0.004398830850554973
58411,AL354893.2,0.09350209573288816,0.14382789065863966,-0.26718898902821586,0.000633946108242613
58412,AC113331.1,,,0.0,0.0
58413,AC007563.2,0.0025018305605792874,0.004940642065885354,1.268067602032352,0.005860753666548643
58414,AL445288.1,0.7390135209296558,0.7839915969550021,0.6819657988316195,0.00016582903479900714
58415,LINC00951,0.44919325086629436,0.5172462523650623,1.4961690587031538,0.0005661664688302422
58416,AP003035.1,0.3173298659080288,0.3768156911490736,1058.749469902952,1.2826347305389221e-05
58417,TEX14,0.03618637109149144,0.06113208793686294,0.44599702565709154,0.023917035176033937
58418,ADRB1,0.020762710870738277,0.03659792790511056,1.9562918491013475,0.0010187605589469099
58419,AL353600.1,0.3173298659080288,0.3768156911490736,1060.1971252317494,3.4985708452429565e-05
58420,EPHB6,3.3581851362512255e-07,8.36188537847629e-07,1.4248601109234302,0.007644806318855069
58421,TMOD1,4.8711494227182855e-36,2.175856216933319e-35,1.6204741247531795,0.0408413768993198
58422,H1-2,0.333031955282285,0.39447830261341205,0.694017738689943,0.008155797176670311
58423,AC013480.1,0.4141648297438223,0.4793142601678834,-1.4288107456140955,9.147727784821317e-05
58424,AL008638.2,0.3173298659080288,0.3768156911490736,1059.153891919015,1.697642163661581e-05
58425,TGFB2-OT1,0.8345505319908586,0.8730689538979076,0.47123372239545386,0.00047867266611288813
58426,PPP1R8P1,,,0.0,0.0
58427,KCNG3,0.08694334288622167,0.13452104485709487,1.4604544122416396,0.0015751451877504743
58428,AL157937.1,0.19648183334021663,0.2718469788330524,2.30850014747306,0.0004688093937380591
58429,CCDC74BP1,0.5636794650321901,0.6207000818680014,2.3247912642368864,4.7345627610687516e-05
58430,RNU6-686P,0.9998957595857452,1.0,1.876571569366729,0.00016089173460505815
58431,AL513175.2,0.3173298659080288,0.3768156911490736,-1058.59033577889,1.1486794476471378e-05
58432,AC090577.1,0.7387921030887215,0.7839915969550021,0.9611576092140252,0.0001481950307710242
58433,LINC00299,0.4848614752447036,0.553301743980763,0.6751002063709869,0.0061766449928510585
58434,TBR1,7.40434873965734e-05,0.00016432927287885832,4.711035984485063,0.0005862793317151512
58435,AC104335.3,0.20874194470552643,0.2863747372329229,-0.3555173669592659,0.000477512684872716
58436,AC241585.2,,,0.0,0.0
58437,HOXA5,0.5637418569857895,0.6207000818680014,2.0232971216225857,7.439503870533723e-05
58438,CDH10,6.542071943749379e-08,1.6723651472709752e-07,1.2493966166531651,0.01756531903266424
58439,AC090912.1,2.855927164596175e-06,6.836068402151242e-06,1.5425724520575244,0.0038575770654124164
58440,GPNMB,0.998599510373344,1.0,0.3680608919471955,0.0011200389376153095
58441,TNS3,3.443325218472998e-25,1.2852427260409306e-24,-0.7614777131257648,0.01031340651211744
58442,OR4A40P,0.3173298659080288,0.3768156911490736,1058.4273690405605,1.0259849119865884e-05
58443,AL354794.1,0.8464398912737544,0.8844143239541653,1.2188876240332283,0.0005634978053382626
58444,MT-TG,0.9999798131230222,1.0,0.4959501039772567,0.00011494811972722824
58445,NFATC4,0.5162417644980768,0.5861971006081277,0.3983406001121222,0.0009394230509193075
58446,CTSL3P,,,0.0,0.0
58447,PLTP,0.9332723564043216,0.9687665047599155,0.5815448099034645,0.003512772564878027
58448,H3C10,0.5637418569857895,0.6207000818680014,0.15070686632319918,6.195836308505668e-05
58449,AC090365.1,0.4054682378865676,0.47313228707188826,-0.16156255503834693,0.0001858667786025375
58450,AC069114.1,1.6864842827315796e-11,4.7854054319808345e-11,2.875184449819954,0.0035638363197169503
58451,EPOR,0.060766808966885764,0.09760705515181828,0.41838213499061444,0.006748897230449124
58452,AL731533.2,0.5892429773055126,0.6473670286697223,1.208466327446796,0.0006353549671464366
58453,KLF4,3.0282552193744396e-06,7.2403727640941825e-06,4.057920824793935,0.0009482075329359888
58454,DYRK3-AS1,0.058772619427033226,0.09483666213893845,-2.6261591740892083,0.00019082624661637284
58455,AP000251.1,0.2569963159265569,0.3455139827360589,-0.12169058505680862,0.0005980953454793869
58456,KRT3,0.3173298659080288,0.3768156911490736,1058.8617111675217,1.3864077669902912e-05
58457,NOTCH2NLA,0.3173298659080288,0.3768156911490736,-1057.9011130874417,7.123971065103517e-06
58458,CPNE8,0.0012354337270154483,0.0025106670151337465,1.0322348251075075,0.007849218370186596
58459,AC005538.1,,,0.0,0.0
58460,CYP4F60P,,,0.0,0.0
58461,LINC02148,0.16554493673727044,0.2331374556804449,-0.5420622698922012,0.00022798059379445363
58462,GNG2,0.331660735796072,0.39290294298734374,0.6919458376265402,0.008892887793727567
58463,FAM171A2,0.5180495928647658,0.5881096918431995,0.9493780513524087,0.0040156727250823
58464,AQP5,0.0007875080082558251,0.001628439711850833,4.562024095456662,0.00031070972744298573
58465,UBE3AP2,0.03387523357251832,0.05759035011585997,3.665166698446294,0.00024167714382272986
58466,MIR6129,0.781238708147001,0.8236418441043145,1.587287349399333,0.00023415100883488407
58467,AC005082.1,0.7811364948769673,0.8236418441043145,1.6166900207983916,0.00019202035754146445
58468,AC009518.1,1.0,1.0,0.7254447842908914,2.9399223457492928e-05
58469,AL139339.2,0.15750485656882407,0.22291009235947953,0.354811561384415,0.0005090496743654302
58470,AL672277.1,0.08326246088475368,0.12918039568839096,-1060.459389987378,4.196045906863849e-05
58471,AL136140.1,0.654746676734556,0.7064354947540712,0.5070828210608633,0.00015008042046368917
58472,LAMB2,0.7873179271566877,0.8290282620014955,0.9685603162706686,0.0032467943768063143
58473,FRY-AS1,1.8321400550637233e-17,5.93556673565496e-17,2.70101104022069,0.00571631245754056
58474,RN7SL190P,,,0.0,0.0
58475,RPL14P1,0.3656068274597871,0.43011531867709313,-1.5433483828952463,0.0001541872023300018
58476,LINC02509,0.025342632470497607,0.04392149095458108,-1061.2411000316115,7.213705399197752e-05
58477,CDRT15L2,0.5637106605930435,0.6207000818680014,-1.1140909159512271,5.526736693198256e-05
58478,STX1A,0.874889008957755,0.911589942553828,0.8663235680348311,0.009504701173590858
58479,SYNPO,0.5332341500440949,0.6026007707017471,0.5629380947246184,0.0029370429605218937
58480,AC013265.1,0.4767884564527173,0.5468900526148905,1.0455827318056554,0.001214657870826582
58481,CPNE6,0.2534233188432671,0.3427372056425004,0.9022695851830769,0.008377257390129868
58482,TTC24,0.15730335818763108,0.22281847255572587,-1060.0398014488853,3.137122625969099e-05
58483,TSHZ3,0.0007230684263422403,0.0014988602916837536,0.4215534336924049,0.010876350712047156
58484,RARA-AS1,0.01386415617824197,0.025060585355252882,1.1294753637721324,0.0016300013826021256
58485,AC008164.1,0.5637418569857895,0.6207000818680014,0.12051955416184376,8.474667179852365e-05
58486,KCNF1,3.061897851026008e-05,6.957978882316035e-05,1.4978092498728623,0.0040937483331151695
58487,ANKRD20A7P,0.8501683579918101,0.8877501377457302,0.7997787222226406,0.0017629632788835688
58488,LRRC74B,0.3755285426883028,0.44055633147083295,0.9601205782009439,0.0008815264162593894
58489,AC116345.4,0.9999435770921085,1.0,-0.18109323372170663,9.103015958345143e-05
58490,BIN1,0.0,0.0,1.072867076450829,1.0125971871479154
58491,LINC02688,0.10244639434181632,0.15511901497966718,2.969547192476172,0.00010705186724420963
58492,LCN10,0.5637418569857895,0.6207000818680014,-0.06775294276940874,4.3684279224726176e-05
