,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AL157823.2,0.903603901,-2.869153646,2.648655412,-1.083249121,0.278697862,NA
LINC00374,0.91218886,-0.596835149,2.521488623,-0.236699521,0.812889907,NA
AL356010.1,0,NA,NA,NA,NA,NA
TRIM60P10Y,0,NA,NA,NA,NA,NA
AL139081.1,17.10724544,-0.695203547,0.591143511,-1.176031767,0.239582182,0.473289571
AL355537.1,0,NA,NA,NA,NA,NA
AL160270.2,0,NA,NA,NA,NA,NA
MTCO1P45,0,NA,NA,NA,NA,NA
MTCO1P51,0,NA,NA,NA,NA,NA
AC092580.3,0,NA,NA,NA,NA,NA
AL161909.2,2.329141165,-0.456349571,1.507564372,-0.302706524,0.762113525,NA
LINC00327,45.90120543,-1.346045196,0.401045511,-3.356340259,0.000789813,0.004832879
MTCO1P57,0,NA,NA,NA,NA,NA
AC027119.1,0,NA,NA,NA,NA,NA
CYP1B1-AS1,32.49713789,-0.1659466,0.422605312,-0.392675138,0.694559435,0.856853987
AC002480.2,3.815754048,-0.450921828,1.185556863,-0.380346014,0.703688583,NA
KRT8P52,0,NA,NA,NA,NA,NA
HSFY5P,0,NA,NA,NA,NA,NA
NCKAP5-IT1,0,NA,NA,NA,NA,NA
OR52I1,8.303715364,0.144332882,0.842274908,0.171360776,0.863940095,0.944048419
LINC02805,13.36970952,-2.861645358,0.823672833,-3.47425002,0.000512283,0.003302981
RPS27AP2,0,NA,NA,NA,NA,NA
AL683842.1,0,NA,NA,NA,NA,NA
AL354864.1,1.43569907,-0.326780643,1.968587075,-0.165997556,0.868158873,NA
VDAC1P9,0,NA,NA,NA,NA,NA
OR52U1P,0,NA,NA,NA,NA,NA
ZDHHC20P4,0.642457927,0.675501848,2.838339201,0.237991938,0.811887347,NA
RPL22P23,0,NA,NA,NA,NA,NA
AC016910.1,153.2525278,-0.156128771,0.235109579,-0.664068099,0.506646727,0.732250143
AC092042.2,0,NA,NA,NA,NA,NA
GPR79,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
MTCYBP3,0,NA,NA,NA,NA,NA
AF241726.1,0,NA,NA,NA,NA,NA
AL096799.1,12.39591767,-0.316137268,0.680209251,-0.464764729,0.642099949,0.826331315
AL021391.1,0.674209249,0.643370849,3.261684168,0.197251118,0.84363103,NA
ATP5MGP2,0.337104624,0.679254433,4.078603575,0.16654093,0.867731275,NA
AC069304.1,0,NA,NA,NA,NA,NA
AP000281.2,11.75241029,0.298372162,0.681635594,0.437729727,0.661582217,0.837701011
AC104777.1,0.146894532,1.566276061,4.069986155,0.384835722,0.700359131,NA
AL603650.1,0,NA,NA,NA,NA,NA
AC244250.2,0,NA,NA,NA,NA,NA
AC022540.1,47.8728458,-1.172905616,0.378605874,-3.097959373,0.001948581,0.010729573
RPL4P2,0,NA,NA,NA,NA,NA
RASA3-IT1,0,NA,NA,NA,NA,NA
OSBPL10-AS1,1.220509511,1.772670027,2.163806909,0.819236698,0.412651381,NA
NPM1P13,0,NA,NA,NA,NA,NA
RPL12P11,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
GOLGA8N,143.7170595,-0.037155013,0.213705106,-0.17386114,0.861974593,0.943052343
AC107214.1,327.0201138,0.031965136,0.151977866,0.210327575,0.833412015,0.930104407
AC009313.2,0.146894532,1.566276061,4.069986155,0.384835722,0.700359131,NA
FTH1P1,2.116879625,-3.815863646,1.965028465,-1.941887211,0.052150756,NA
SLC30A6P1,0,NA,NA,NA,NA,NA
IFNWP15,0,NA,NA,NA,NA,NA
AC119751.1,1.346928351,-0.519882006,2.304016832,-0.225641584,0.821480196,NA
TMA16P2,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
H3P31,0,NA,NA,NA,NA,NA
AL049765.1,1.292770523,-1.008482989,2.094602748,-0.481467424,0.630184327,NA
AL359265.2,0.322448442,-0.621298018,4.048601841,-0.153459896,0.878035614,NA
MTND5P3,0,NA,NA,NA,NA,NA
BMPR1AP2,0,NA,NA,NA,NA,NA
LINC01450,0.850251131,-0.460070352,2.572737593,-0.178825215,0.858074946,NA
SLC16A6P1,0.838537345,-2.73786162,2.740266569,-0.999122367,0.317735417,NA
AL355994.2,1.527782786,-2.455660896,2.115761258,-1.160651225,0.245783765,NA
LARS2-AS1,27.72042303,-0.351041003,0.469698798,-0.74737471,0.454837407,0.690690121
AL138752.1,0,NA,NA,NA,NA,NA
LINC02777,180.925496,-0.479317699,0.198086042,-2.419744942,0.015531397,0.061839231
AC018467.1,9.583871015,0.237789733,0.750690427,0.316761377,0.751424673,0.889277182
NDUFA5P1,0,NA,NA,NA,NA,NA
AC015712.1,19.46536652,-0.278415136,0.55044832,-0.50579705,0.61299913,0.807726138
TRIM51JP,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
MTND1P32,0,NA,NA,NA,NA,NA
HSD17B3-AS1,15.23189468,-0.205871932,0.622437466,-0.330751189,0.740832433,0.883118917
AL121902.1,0,NA,NA,NA,NA,NA
SLC6A1-AS1,2417.72081,-0.168402905,0.103820807,-1.622053515,0.10479189,0.268700894
AL133260.2,1.357292054,-1.071643489,2.256337303,-0.474948266,0.634823848,NA
ALDH7A1P2,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC005297.2,0,NA,NA,NA,NA,NA
AL589935.1,22.11219836,0.881219799,0.527102508,1.671818643,0.094560089,0.249437353
DFFBP1,0,NA,NA,NA,NA,NA
CLCP1,3.246736329,-0.613152448,1.431767428,-0.428248636,0.66847011,NA
AL390856.1,0,NA,NA,NA,NA,NA
PSMC1P13,0,NA,NA,NA,NA,NA
AC105917.1,0,NA,NA,NA,NA,NA
OR5K1,0,NA,NA,NA,NA,NA
AL691482.1,0,NA,NA,NA,NA,NA
RNA5SP184,0,NA,NA,NA,NA,NA
RN7SKP259,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RN7SKP86,0,NA,NA,NA,NA,NA
RN7SKP158,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
RNA5SP44,0,NA,NA,NA,NA,NA
RN7SKP152,0,NA,NA,NA,NA,NA
RN7SKP127,0,NA,NA,NA,NA,NA
RN7SKP202,0,NA,NA,NA,NA,NA
SNORA36B,0,NA,NA,NA,NA,NA
SNORD12B,0,NA,NA,NA,NA,NA
RNU4-34P,0,NA,NA,NA,NA,NA
RNU6-1186P,0,NA,NA,NA,NA,NA
RNU6-355P,0,NA,NA,NA,NA,NA
RNU2-20P,0,NA,NA,NA,NA,NA
RNU6-710P,0,NA,NA,NA,NA,NA
RNU2-29P,0,NA,NA,NA,NA,NA
RNU2-28P,0,NA,NA,NA,NA,NA
RN7SKP221,0,NA,NA,NA,NA,NA
SNORD19C,0,NA,NA,NA,NA,NA
RNU6-613P,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNU6-554P,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNA5SP296,0,NA,NA,NA,NA,NA
RN7SKP143,0,NA,NA,NA,NA,NA
RN7SKP150,0.171587924,-0.608502408,4.047803823,-0.150329027,0.880505033,NA
RN7SKP56,0,NA,NA,NA,NA,NA
RNU2-26P,0,NA,NA,NA,NA,NA
RNU6-994P,0,NA,NA,NA,NA,NA
RN7SKP278,0,NA,NA,NA,NA,NA
AC073520.1,0,NA,NA,NA,NA,NA
RNA5SP237,0,NA,NA,NA,NA,NA
RNA5SP231,0,NA,NA,NA,NA,NA
RNU6-121P,0,NA,NA,NA,NA,NA
RNA5SP293,0,NA,NA,NA,NA,NA
RN7SKP200,0,NA,NA,NA,NA,NA
RNU6-712P,0,NA,NA,NA,NA,NA
SNORA79B,0,NA,NA,NA,NA,NA
RNU6-77P,0,NA,NA,NA,NA,NA
RN7SKP7,0,NA,NA,NA,NA,NA
RNA5SP261,0,NA,NA,NA,NA,NA
AC079449.1,0,NA,NA,NA,NA,NA
RNA5SP251,0,NA,NA,NA,NA,NA
RNA5SP60,0,NA,NA,NA,NA,NA
RNU6-1064P,0,NA,NA,NA,NA,NA
RNU6-887P,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNU2-52P,0,NA,NA,NA,NA,NA
RNU6-402P,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNU4-69P,0,NA,NA,NA,NA,NA
RNU6-628P,24.46801853,0.107722986,0.496563522,0.21693697,0.828257466,0.927802799
AC007956.1,0.984853668,0.29514343,2.421911139,0.121863856,0.903006841,NA
AC063943.1,0,NA,NA,NA,NA,NA
RN7SKP159,0,NA,NA,NA,NA,NA
RNU4-43P,1.998297731,1.947975865,1.686332832,1.155155037,0.248026944,NA
AL355598.1,0,NA,NA,NA,NA,NA
RN7SKP222,0,NA,NA,NA,NA,NA
RNU2-66P,0,NA,NA,NA,NA,NA
RNU2-47P,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNA5SP345,0,NA,NA,NA,NA,NA
RN7SKP61,0,NA,NA,NA,NA,NA
RNU6-1025P,0,NA,NA,NA,NA,NA
RNU2-5P,3.135271678,-0.852870226,1.343869947,-0.634637472,0.525664883,NA
RNA5SP504,0,NA,NA,NA,NA,NA
RNU6-791P,0,NA,NA,NA,NA,NA
RNA5SP338,0,NA,NA,NA,NA,NA
RNU2-50P,0,NA,NA,NA,NA,NA
RN7SKP284,0,NA,NA,NA,NA,NA
RNU6-172P,0,NA,NA,NA,NA,NA
RN7SKP205,0,NA,NA,NA,NA,NA
RNU2-41P,0,NA,NA,NA,NA,NA
RNA5SP104,0,NA,NA,NA,NA,NA
RNA5SP29,0,NA,NA,NA,NA,NA
RNU6-193P,0,NA,NA,NA,NA,NA
RNU6-1086P,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
RN7SKP97,0,NA,NA,NA,NA,NA
RN7SKP29,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RN7SKP33,0,NA,NA,NA,NA,NA
RNU4-78P,0,NA,NA,NA,NA,NA
SNORD63B,0,NA,NA,NA,NA,NA
RNU6-1328P,0,NA,NA,NA,NA,NA
RNU6-233P,0,NA,NA,NA,NA,NA
RN7SKP121,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNU6-248P,0,NA,NA,NA,NA,NA
RN7SKP119,0,NA,NA,NA,NA,NA
RNA5SP38,0,NA,NA,NA,NA,NA
RNU6-1267P,0,NA,NA,NA,NA,NA
RN7SKP213,0,NA,NA,NA,NA,NA
RNU6-394P,0,NA,NA,NA,NA,NA
U3,0,NA,NA,NA,NA,NA
RNU4-55P,0,NA,NA,NA,NA,NA
RNU2-8P,0,NA,NA,NA,NA,NA
RNU2-70P,2.063012841,-1.309287758,1.733515292,-0.755279036,0.450081575,NA
RNU6-733P,0,NA,NA,NA,NA,NA
RNU6-565P,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
RNU6-370P,0,NA,NA,NA,NA,NA
RNU6-564P,0,NA,NA,NA,NA,NA
RN7SKP136,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNA5SP511,0,NA,NA,NA,NA,NA
RNA5SP113,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNA5SP80,0,NA,NA,NA,NA,NA
RN7SKP281,0,NA,NA,NA,NA,NA
AC008635.1,10.38255391,-0.104286367,0.761317358,-0.136981465,0.891045446,0.955114313
RN7SKP27,0,NA,NA,NA,NA,NA
RN7SKP254,0,NA,NA,NA,NA,NA
RNU6-1100P,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNA5SP21,0,NA,NA,NA,NA,NA
RN7SKP42,0,NA,NA,NA,NA,NA
RNU6-321P,0,NA,NA,NA,NA,NA
RN7SKP168,0,NA,NA,NA,NA,NA
RNA5SP100,0,NA,NA,NA,NA,NA
RNA5SP120,0,NA,NA,NA,NA,NA
RNU6-920P,0,NA,NA,NA,NA,NA
RNA5SP59,0,NA,NA,NA,NA,NA
RN7SKP212,0,NA,NA,NA,NA,NA
RN7SKP91,0,NA,NA,NA,NA,NA
RNU2-38P,0,NA,NA,NA,NA,NA
RNU4-14P,0,NA,NA,NA,NA,NA
RN7SKP177,0,NA,NA,NA,NA,NA
RNU6-67P,0,NA,NA,NA,NA,NA
RNU4-83P,0,NA,NA,NA,NA,NA
RNU6-383P,0,NA,NA,NA,NA,NA
RNA5SP225,0,NA,NA,NA,NA,NA
RNU2-68P,0,NA,NA,NA,NA,NA
RN7SKP286,0,NA,NA,NA,NA,NA
MIR1537,0,NA,NA,NA,NA,NA
RNU6-860P,0,NA,NA,NA,NA,NA
RNA5SP475,0,NA,NA,NA,NA,NA
RNU4-25P,0,NA,NA,NA,NA,NA
Y_RNA,0.499653977,-0.342608673,3.421592537,-0.100131348,0.920240048,NA
AC007274.1,0,NA,NA,NA,NA,NA
AC099681.1,1.781919568,0.461172706,1.677454581,0.274924109,0.783374544,NA
AL157371.1,0,NA,NA,NA,NA,NA
AL353801.1,23.45369715,-0.210938186,0.561353963,-0.375766806,0.707090267,0.864238812
AC004471.1,5.930204388,-0.274020315,1.017828838,-0.269220427,0.787760062,0.908792869
GAPDHP69,0,NA,NA,NA,NA,NA
LMO7DN-IT1,0,NA,NA,NA,NA,NA
AL355298.1,0,NA,NA,NA,NA,NA
HMGN2P18,0,NA,NA,NA,NA,NA
AL590632.1,62.34129223,-0.475147111,0.328702292,-1.445524179,0.148310707,0.343839461
RPL6P21,0,NA,NA,NA,NA,NA
USP17L2,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
TH2LCRR,335.4190014,-0.365971683,0.156963841,-2.331566822,0.019723491,0.07493503
AL589642.1,0.626803107,1.866716336,3.08088046,0.605903527,0.544578817,NA
RNU6-174P,0,NA,NA,NA,NA,NA
TMSB4XP3,0,NA,NA,NA,NA,NA
RPS29P9,0,NA,NA,NA,NA,NA
AC009988.1,13.08247967,-0.358827684,0.648401409,-0.553403615,0.579987064,0.786814396
AC011243.1,18.90851997,-0.67376616,0.594223655,-1.13385954,0.256853471,0.493483666
AL139156.1,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
AL441992.1,12.54771734,-0.468593244,0.674625048,-0.694598052,0.487307233,0.717495005
LINC02238,1.619245619,0.601683775,2.041430838,0.294736301,0.76819533,NA
NUTM2A-AS1,7560.028931,0.372056799,0.089040839,4.178496118,2.93E-05,0.000248086
AL646090.1,0,NA,NA,NA,NA,NA
AC010723.1,0,NA,NA,NA,NA,NA
AC004866.1,0,NA,NA,NA,NA,NA
ATP6V0E1P2,0,NA,NA,NA,NA,NA
CDRT15,0.486322925,-1.38187174,3.707932401,-0.372679863,0.709386725,NA
AC135983.3,309.7434487,-0.08544359,0.160660661,-0.531826456,0.594846197,0.796110226
RPL23AP53,294.37292,-0.13060358,0.1610891,-0.810753678,0.417507141,0.659869021
AC011625.1,0.408242404,-1.371496054,3.981193869,-0.344493662,0.730475062,NA
RNU6-195P,0,NA,NA,NA,NA,NA
RN7SKP85,0,NA,NA,NA,NA,NA
RNU6-284P,0,NA,NA,NA,NA,NA
RNU4-22P,0,NA,NA,NA,NA,NA
RNU5A-5P,0,NA,NA,NA,NA,NA
RNU2-14P,0,NA,NA,NA,NA,NA
RN7SKP216,0,NA,NA,NA,NA,NA
RN7SKP167,0,NA,NA,NA,NA,NA
RN7SKP228,0,NA,NA,NA,NA,NA
RNU2-25P,0,NA,NA,NA,NA,NA
RNA5SP222,0,NA,NA,NA,NA,NA
RNU6-272P,0,NA,NA,NA,NA,NA
MIR1913,0,NA,NA,NA,NA,NA
RNA5SP306,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNU6-55P,0,NA,NA,NA,NA,NA
RN7SKP126,0,NA,NA,NA,NA,NA
RN7SKP296,0,NA,NA,NA,NA,NA
RNU2-72P,0,NA,NA,NA,NA,NA
RNA5SP115,0,NA,NA,NA,NA,NA
RN7SKP268,0,NA,NA,NA,NA,NA
RN7SKP144,0,NA,NA,NA,NA,NA
RN7SKP161,0,NA,NA,NA,NA,NA
RNU6-130P,0,NA,NA,NA,NA,NA
RNA5SP369,0,NA,NA,NA,NA,NA
RNU6-847P,0,NA,NA,NA,NA,NA
SLC20A1P1,0,NA,NA,NA,NA,NA
RN7SKP169,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNU2-55P,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNA5SP155,0,NA,NA,NA,NA,NA
RNU6-602P,0,NA,NA,NA,NA,NA
RMRPP5,0,NA,NA,NA,NA,NA
AL139404.1,0,NA,NA,NA,NA,NA
VN1R8P,0,NA,NA,NA,NA,NA
AC114402.1,0.879112407,0.366734832,2.572548089,0.142557037,0.886640031,NA
TRPC6P,0,NA,NA,NA,NA,NA
AC004554.1,0,NA,NA,NA,NA,NA
RPL17P17,0.494036366,-1.720323811,3.661869663,-0.46979384,0.638502316,NA
USP9YP18,0,NA,NA,NA,NA,NA
XKRYP5,0,NA,NA,NA,NA,NA
AP006748.1,0,NA,NA,NA,NA,NA
AC027124.1,0,NA,NA,NA,NA,NA
RPS10P7,323.6933522,0.350757403,0.153745069,2.281422127,0.02252348,0.083269079
RBM22P7,0,NA,NA,NA,NA,NA
AL118511.1,77.82222707,-0.301676676,0.28052181,-1.075412551,0.282190065,0.52283449
AC005104.1,2.389955661,-0.363469062,1.59909905,-0.227296153,0.820193464,NA
CLDN10-AS1,2.774772751,-0.257063026,1.475282192,-0.174246681,0.8616716,NA
AC006210.1,0,NA,NA,NA,NA,NA
AL445685.1,57.89429629,-0.45295532,0.322112399,-1.406202684,0.159663947,0.362027791
H2ACP1,0,NA,NA,NA,NA,NA
TRBV29OR9-2,0,NA,NA,NA,NA,NA
LINC02661,3.677747183,-0.744241227,1.36730566,-0.544312255,0.586226615,NA
AC244098.1,0,NA,NA,NA,NA,NA
AC096638.1,0.737088563,-0.994347972,2.87328515,-0.346066582,0.729292677,NA
RNA5SP265,0,NA,NA,NA,NA,NA
RNA5SP41,0,NA,NA,NA,NA,NA
RN7SKP58,0,NA,NA,NA,NA,NA
RN7SKP271,1.085757426,-1.926317557,2.389195602,-0.806261972,0.420091813,NA
RNU6-735P,0,NA,NA,NA,NA,NA
RNU6-705P,1.160532174,-1.357204667,2.293084285,-0.591868636,0.553938558,NA
MIR1468,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RNA5SP451,0,NA,NA,NA,NA,NA
RN7SKP240,0,NA,NA,NA,NA,NA
RN7SKP223,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
AL391987.3,0,NA,NA,NA,NA,NA
AC108066.1,5.017580721,-1.03833888,1.142981972,-0.908447294,0.363641948,NA
AL513124.1,0,NA,NA,NA,NA,NA
CDY15P,0,NA,NA,NA,NA,NA
VPS52,548.5747321,-0.030357156,0.128337626,-0.236541354,0.813012622,0.920762394
RNF14P4,0,NA,NA,NA,NA,NA
AL929302.1,0,NA,NA,NA,NA,NA
AC239859.2,0,NA,NA,NA,NA,NA
NEFHP1,0,NA,NA,NA,NA,NA
MAPK6P2,0,NA,NA,NA,NA,NA
LINC01615,0.146894532,1.566276061,4.069986155,0.384835722,0.700359131,NA
TRPC6P,0,NA,NA,NA,NA,NA
AC010997.1,0,NA,NA,NA,NA,NA
AL354854.1,0,NA,NA,NA,NA,NA
RNU6-954P,0,NA,NA,NA,NA,NA
AC006022.1,0,NA,NA,NA,NA,NA
AC096559.1,0,NA,NA,NA,NA,NA
EHHADH-AS1,1.459612355,0.191261564,2.096527199,0.0912278,0.927311586,NA
AL590666.1,0.540807247,0.141236464,3.266958851,0.043231786,0.965516768,NA
AC137630.1,41.10713159,-0.444102949,0.385290936,-1.152643127,0.249056894,0.484204091
RNU2-6P,0,NA,NA,NA,NA,NA
RNA5SP270,0,NA,NA,NA,NA,NA
SNORD83,0,NA,NA,NA,NA,NA
RN7SKP108,0,NA,NA,NA,NA,NA
Y_RNA,0,NA,NA,NA,NA,NA
RN7SKP30,0,NA,NA,NA,NA,NA
RNU6-1304P,0,NA,NA,NA,NA,NA
AL353807.1,0,NA,NA,NA,NA,NA
RN7SKP101,0,NA,NA,NA,NA,NA
RN7SKP279,0,NA,NA,NA,NA,NA
RN7SKP293,0,NA,NA,NA,NA,NA
RN7SKP273,0,NA,NA,NA,NA,NA
RNU2-71P,0,NA,NA,NA,NA,NA
RNU6-1052P,0.412534883,0.672676373,3.971071399,0.169394177,0.865486603,NA
RNU6-603P,0,NA,NA,NA,NA,NA
RNU6-516P,0,NA,NA,NA,NA,NA
ZNF602P,37.01178129,-0.632370111,0.400393446,-1.579371785,0.114250805,0.285859755
AL133270.1,0,NA,NA,NA,NA,NA
RPL23P8,0,NA,NA,NA,NA,NA
E2F6P3,0,NA,NA,NA,NA,NA
AL035416.1,30.92564776,-0.061117194,0.440747932,-0.138667002,0.889713295,0.954240882
GSTM3P2,5.308849175,-1.075140451,1.045641804,-1.028211044,0.303850564,NA
AC092801.1,5.205042265,-1.363148776,1.179134599,-1.15605867,0.24765716,NA
DUTP3,0,NA,NA,NA,NA,NA
AC005154.1,3.627404703,-0.10788396,1.274645765,-0.084638386,0.932548881,NA
CDY14P,0,NA,NA,NA,NA,NA
AC135178.2,0,NA,NA,NA,NA,NA
BX276092.2,0,NA,NA,NA,NA,NA
AC096637.1,2.485198865,-0.327478198,1.546397077,-0.211768506,0.83228764,NA
AC244505.4,0,NA,NA,NA,NA,NA
SHROOM2P1,0,NA,NA,NA,NA,NA
LINC02051,0,NA,NA,NA,NA,NA
AL445493.1,0,NA,NA,NA,NA,NA
Z97652.1,0.247220081,1.554518212,4.067991981,0.38213404,0.702361944,NA
CYP4F26P,12.72057468,-1.27940068,0.713855295,-1.792240934,0.07309438,0.207716817
LINC00381,9.219997415,-1.099123558,0.804524032,-1.366178653,0.171882896,0.380645804
CDCA4P3,0,NA,NA,NA,NA,NA
OR52I2,0.656787616,-0.953241403,2.848578261,-0.334637604,0.737898475,NA
NUP35P2,0.502621325,1.962805996,4.011675502,0.489273371,0.624648171,NA
ARPC3P1,0.807446235,-1.79403454,3.026855805,-0.592705651,0.553378159,NA
PSPHP1,65.28759697,-0.671601071,0.524645367,-1.280104834,0.200508269,0.420721315
STUB1P1,0,NA,NA,NA,NA,NA
ZNF736P2Y,0,NA,NA,NA,NA,NA
AC009961.1,211.6817949,-0.470596637,0.20059413,-2.346013993,0.018975395,0.072730242
PHKBP1,0,NA,NA,NA,NA,NA
GTF2H2B,38.89486304,0.366799426,0.393340031,0.932525035,0.351065255,0.597210731
GRM7-AS3,7.423336048,-0.468264257,0.870355041,-0.538015218,0.590566543,0.79330691
UBE2V2P1,0,NA,NA,NA,NA,NA
PTP4A1P3,0,NA,NA,NA,NA,NA
AL590383.1,0,NA,NA,NA,NA,NA
MRPL35P3,0,NA,NA,NA,NA,NA
LINC01359,0.418808005,0.471023794,3.971793967,0.118592202,0.905598443,NA
CHCHD2P1,0,NA,NA,NA,NA,NA
NEDD8P1,0,NA,NA,NA,NA,NA
AL391845.1,0,NA,NA,NA,NA,NA
AL365184.1,2.597748864,0.10364075,1.440621362,0.0719417,0.942648304,NA
ISCA2P1,0,NA,NA,NA,NA,NA
LINC01941,0,NA,NA,NA,NA,NA
TTTY4,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
AC004112.1,311.047298,0.170144008,0.177667672,0.957653161,0.338237683,0.583870951
AL109811.1,109.5901553,-0.42942389,0.239698036,-1.791520274,0.073209844,0.20787609
LINC00348,0.918461982,0.217285361,2.517724586,0.086302276,0.931226129,NA
AL606753.1,0,NA,NA,NA,NA,NA
AL158834.1,10.84915556,-0.425068976,0.738777586,-0.575367992,0.565042447,0.775705316
MTND6P11,0,NA,NA,NA,NA,NA
HMGB1P32,0,NA,NA,NA,NA,NA
AC018437.1,0,NA,NA,NA,NA,NA
AL731577.1,5.629230264,-1.168353371,1.057664631,-1.104653911,0.269309582,0.508315225
ARHGAP29-AS1,6.27969024,-0.442768313,0.940567046,-0.470746147,0.637822026,0.823730396
AC093655.1,14.72989987,-0.64055293,0.633465873,-1.01118775,0.311926578,0.555923798
NPM1P11,0.309443884,0.658044157,4.07485128,0.161489122,0.871708178,NA
LINC01509,2.534324526,0.837260675,1.553631846,0.538905454,0.589952094,NA
AC006001.2,2459.990837,-0.188020339,0.094187314,-1.996238453,0.045907974,0.1467303
SUGT1P1,94.26100927,-0.110144475,0.263504899,-0.417997827,0.675948706,0.845959467
AL592049.1,0,NA,NA,NA,NA,NA
MEIS1-AS3,20.32714491,0.316828115,0.524838528,0.603667791,0.546064532,0.762168449
SLC6A6P1,0,NA,NA,NA,NA,NA
AL035407.1,0,NA,NA,NA,NA,NA
AL451105.2,0.395237846,-0.194208776,3.711459077,-0.0523268,0.958268299,NA
RPSAP17,0,NA,NA,NA,NA,NA
THORLNC,14.27393793,-0.325400027,0.646461427,-0.503355673,0.614714231,0.808886508
AL354733.1,59.61384021,-0.242466427,0.316351459,-0.76644637,0.443410751,0.680995129
LINC00354,0.732342471,0.261637395,2.745373616,0.095301198,0.924075591,NA
AC092164.1,377.4488817,0.512363315,0.149093904,3.436514185,0.000589251,0.003745593
LINC02608,1.72703145,-2.757370604,1.996536242,-1.38107716,0.167255237,NA
SUPT4H1P1,0,NA,NA,NA,NA,NA
KRT18P36,0,NA,NA,NA,NA,NA
FGFR3P6,0,NA,NA,NA,NA,NA
AC137499.1,0,NA,NA,NA,NA,NA
LINC01375,0.656585718,-2.452763068,2.998525703,-0.817989676,0.413363082,NA
OR52E3P,0,NA,NA,NA,NA,NA
RPL23AP76,0,NA,NA,NA,NA,NA
SLC25A39P1,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
TUBBP10,0,NA,NA,NA,NA,NA
RPS27AP3,0,NA,NA,NA,NA,NA
Z98752.1,1.901788621,-1.16073353,1.779812223,-0.652166288,0.514293905,NA
RPL35P8,0,NA,NA,NA,NA,NA
AC004801.1,2.270587515,0.116810868,1.678536825,0.069590888,0.94451929,NA
RPS3AP46,0,NA,NA,NA,NA,NA
AC112492.2,0,NA,NA,NA,NA,NA
SGMS1-AS1,235.4732076,0.14625182,0.172118085,0.849717913,0.395481937,0.640135605
AC244670.1,0,NA,NA,NA,NA,NA
LINC01733,0.797091941,0.215720664,3.058338248,0.070535254,0.943767642,NA
LEMD1-AS1,1.854507074,0.070551289,1.666338557,0.042339108,0.966228369,NA
KRT18P24,0.749639508,0.178096751,2.89037125,0.061617258,0.950867633,NA
Z82188.1,0,NA,NA,NA,NA,NA
AC007237.1,105.2505094,-0.183448276,0.257510032,-0.712392734,0.476221614,0.708805537
RPLP0P1,0,NA,NA,NA,NA,NA
PRELID3BP1,0.469342974,0.448987969,3.789816928,0.118472205,0.905693517,NA
TSPY16P,0,NA,NA,NA,NA,NA
H2BP7,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AC079163.1,0,NA,NA,NA,NA,NA
AL157359.1,0.146894532,1.566276061,4.069986155,0.384835722,0.700359131,NA
RPL19P1,0,NA,NA,NA,NA,NA
RPS12P5,0,NA,NA,NA,NA,NA
UBQLN4P2,0,NA,NA,NA,NA,NA
TRGV6,0,NA,NA,NA,NA,NA
CICP22,0,NA,NA,NA,NA,NA
