,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FILIP1,199.8961242,0.084516305,0.190270367,0.444190582,0.656904801,0.903704311
CASP8AP2,941.077766,-0.042907028,0.112828304,-0.380286028,0.703733106,0.921539262
HMGN3,2485.996336,0.134947599,0.081440263,1.657013306,0.097516785,0.358243754
THA1P,173.3177257,-0.09066558,0.194421647,-0.466334803,0.640975871,0.895470773
UBE3D,3402.534595,-0.099406853,0.08114882,-1.224994434,0.220577318,0.580888965
PTCH1,2446.311445,0.212665312,0.084440998,2.518507796,0.011785327,0.07874708
FDX2,8.207305847,1.144791911,0.868576855,1.318008769,0.187500712,NA
TERF1P6,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
AC004156.1,3.147369827,0.005019018,1.412013512,0.003554511,0.997163917,NA
IL32,2.338888922,-0.008665493,1.663197807,-0.00521014,0.995842929,NA
PLAGL1,462.8265604,0.284622469,0.136644639,2.082939151,0.03725677,0.186283852
AC022966.1,1.471427801,-1.459762091,2.179163956,-0.669872539,0.502939047,NA
AC021698.1,0.832327104,1.399650387,2.899577115,0.482708454,0.62930276,NA
AC105052.3,826.3573187,0.063344421,0.105242829,0.601888239,0.547248533,0.858539275
KLHL34,35.07360558,-0.053674895,0.423638457,-0.12669977,0.899178028,0.976546232
AC090771.1,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
AC004223.3,9.389854713,0.439702638,0.78686517,0.558803026,0.576296157,NA
IPO9,1790.676286,-0.114824453,0.087664103,-1.309822946,0.190255739,0.534382652
AC087289.4,6.863471627,0.720870687,0.95028766,0.758581551,0.448102912,NA
SGK1,13103.8108,-0.0922803,0.066039007,-1.39736049,0.162305194,0.488913568
AC073655.3,1.636323422,-0.311696531,1.926938923,-0.161757348,0.871496942,NA
MMP25,32.90322327,0.750645071,0.438929244,1.710173296,0.087233832,0.333968893
AC008759.2,2.147157809,-0.302632695,1.649330142,-0.183488246,0.85441494,NA
AC007787.1,1.002156304,1.907661802,2.526672373,0.755009562,0.450243245,NA
RNF146,1654.185187,0.016511369,0.08709683,0.189574858,0.849642291,0.964268826
ARG1,10.5911045,0.498259007,0.788354373,0.632024156,0.527371093,0.851073899
CEP290,2138.913603,0.003536764,0.080595829,0.043882723,0.964997887,0.993401923
AC016590.1,494.1758403,0.108414809,0.126227384,0.85888502,0.390403955,0.762770033
SSBP3-AS1,2.862477643,0.773678865,1.537832346,0.503097017,0.614896064,NA
AC073593.2,105.9263786,0.271128537,0.270606851,1.001927839,0.316378446,0.694059286
AP002954.2,1.615273515,-0.966895942,1.93368238,-0.500028315,0.61705514,NA
ALDH8A1,126.9576698,-0.14547741,0.226154396,-0.643265897,0.520051581,0.846116166
AL161935.1,29.79306686,-0.027575179,0.457092768,-0.060327314,0.951894948,0.989486615
AL359552.1,0.868120126,0.555665982,2.629540638,0.21131675,0.832640113,NA
FBXO30,404.7379482,0.101415345,0.147272014,0.688626052,0.491058622,0.832306515
AC091198.1,11.17887634,0.14834382,0.727062877,0.204031624,0.838328786,0.962138868
TNFAIP3,43.36922757,-0.014910586,0.372822923,-0.039993749,0.96809811,0.993709535
AC016582.3,279.5609639,-0.372877471,0.160694218,-2.320416223,0.020318372,0.119235734
AC009731.1,2.147235497,-0.297072343,1.800426006,-0.16500114,0.868943085,NA
AC023855.1,4.09595286,0.679270059,1.232547897,0.551110476,0.581557944,NA
EIF1AY,433.6829905,0.072277935,0.134887762,0.535837606,0.592070789,0.879682161
AKAP7,4419.944069,0.093771271,0.072330495,1.296427884,0.194828111,0.541668312
MT-ND6,61.79670134,0.11314543,0.318469084,0.355279164,0.722380463,0.929410443
AC008992.1,20.31068373,-0.297451219,0.539930513,-0.550906482,0.581697784,0.874165252
RPL7L1P5,0.857664316,-0.457678789,2.680645923,-0.170734518,0.86443252,NA
AC008686.1,94.67742495,-0.272456717,0.267290547,-1.019327918,0.308047314,0.685485585
AC067852.3,0.125416704,1.079133603,4.06730708,0.26531894,0.790763775,NA
AC004870.2,4.262880728,0.537513879,1.25101774,0.429661277,0.667442056,NA
AC079848.2,454.8196837,0.273502102,0.149975268,1.823648021,0.068205302,0.283812202
AC104423.1,4.085707556,1.037677156,1.231603735,0.842541417,0.399484967,NA
AC005006.1,6.173474876,-0.111281616,0.972972862,-0.114372785,0.908942287,NA
AC008543.5,3.723551332,0.72137854,1.367443259,0.527538189,0.597819904,NA
AC012313.2,0.555172153,2.244546713,3.679450617,0.610022242,0.541847074,NA
YPEL5,576.9369732,0.151370804,0.118465245,1.277765505,0.201332121,0.551777135
CXorf38,304.0863496,0.021657303,0.156954335,0.137984738,0.89025248,0.974594795
ZNF211,551.8246386,-0.19023095,0.123592891,-1.539173887,0.123761851,0.416079081
AC009630.4,1.11239366,0.796824188,2.571723048,0.309840591,0.756682183,NA
AC138207.7,1.99050896,-0.738971877,1.799479201,-0.410658748,0.681322779,NA
NBPF15,754.1517013,-0.017294844,0.109510801,-0.157928205,0.874513373,0.970976184
AC016383.1,4.678559422,0.358971789,1.160489441,0.309327924,0.757072092,NA
CDKL3,9.307933988,1.36146966,0.887482442,1.534080672,0.125009808,NA
RGSL1,9.600071957,-0.173533424,0.791704526,-0.219189632,0.826502332,NA
AC011477.8,193.6798928,0.000386114,0.189709595,0.002035288,0.998376077,0.999827477
LHX4,30.5972438,0.142189432,0.451070991,0.315226284,0.75258985,0.938632386
TRMT1L,639.0827845,-0.060362255,0.113969289,-0.529636149,0.596364226,0.881912781
SEC22A,2216.459174,0.037737108,0.083180233,0.453678797,0.65006003,0.899794656
AC109635.7,0.459577247,2.244520544,3.97688206,0.564392031,0.572487361,NA
DPPA4,3.909312282,-1.470140398,1.344171865,-1.093714603,0.274080168,NA
AC026254.2,76.74178157,0.258734284,0.283355307,0.913109013,0.36118521,0.7380614
LINC01927,2.070576215,-2.284211542,1.945779052,-1.173931613,0.240422419,NA
POPDC2,63.0316253,-0.078092272,0.314238286,-0.248512914,0.80373758,0.952918305
RNF2,867.8588266,-0.050670106,0.105160641,-0.481835268,0.629922974,0.891628892
ADIPOR2,1275.937848,0.291218606,0.091347052,3.188046013,0.001432377,0.013834654
AL353689.3,248.3856655,0.467084602,0.168825311,2.766674029,0.005663135,0.044105784
BCAR3-AS1,1.494953052,-0.797970523,1.894252229,-0.421258854,0.673566072,NA
AP002478.1,8.950535448,-0.152929329,0.88663167,-0.172483495,0.863057436,NA
AP000919.2,33.91845392,0.390830465,0.423690283,0.922443776,0.356297144,0.733742599
AL627308.3,15.81094268,-0.060782083,0.621519857,-0.097795883,0.922094377,0.981990935
BCL2L14,1631.430744,0.072305016,0.101983333,0.708988555,0.478331579,0.826416342
TAS2R9,6.805093339,-0.137101135,0.932408765,-0.147039732,0.883100659,NA
AL139327.1,0.75131265,-1.387037589,2.984758064,-0.464706874,0.642141385,NA
AC016587.1,6.396786436,0.284554204,0.960300296,0.296317939,0.766987288,NA
ZSCAN18,840.1900209,-0.015147857,0.113346197,-0.133642395,0.893685358,0.975348844
PSPC1,4178.958371,0.056551752,0.077041701,0.734040808,0.462923867,0.816126409
AC090616.5,2.836930418,1.02279905,1.526987538,0.669814929,0.502975775,NA
ZNF549,899.3945391,-0.039566644,0.102768923,-0.385005927,0.700233024,0.919839727
AL121749.2,20.88002556,-0.82921194,0.538604521,-1.539556219,0.123668564,0.41602744
WASH3P,318.306336,-0.033751798,0.150250302,-0.224637141,0.822261569,0.957912879
AC090774.2,3.338719342,-0.43417405,1.388730036,-0.312641074,0.754553369,NA
ZNF277,1595.695284,-0.23099943,0.088689697,-2.604580226,0.009198688,0.065305182
AC005410.2,151.9940219,-0.331392421,0.208360167,-1.590478763,0.111726929,0.391263712
AC005753.3,11.87826988,0.01656016,0.71146801,0.023276043,0.981430081,0.995756249
B4GALT4,476.3282916,-0.165164091,0.129488466,-1.275511986,0.202128085,0.552824285
NAA50,1218.433707,0.053704233,0.095067261,0.564907762,0.572136504,0.870035384
LIVAR,1.007079638,-0.917371873,2.364654072,-0.387951829,0.698051682,NA
ARHGEF15,1.522637564,-1.060647617,2.018417537,-0.525484741,0.599246258,NA
AC092268.2,10.48324093,0.684021594,0.762694915,0.896848243,0.369799901,0.744694804
TBC1D15,1669.765313,0.085936832,0.091595578,0.938220321,0.348131197,0.7263834
AL445526.1,2.860580734,0.040857088,1.416271364,0.028848347,0.976985541,NA
INHBA-AS1,477.6040592,0.145441353,0.130472341,1.11472939,0.264966403,0.637968922
PTPN2P2,13.08486261,0.915487881,0.702178229,1.303782777,0.192307656,0.537383299
AC109925.2,2.601649061,0.846557618,1.485368815,0.569930922,0.568724551,NA
AL591846.1,1.23754701,0.749297972,2.700414295,0.277475191,0.781415253,NA
ATG12P2,0.312947973,-1.481493515,4.040477335,-0.366662993,0.713870414,NA
FABP3,48.08045206,-0.646398702,0.364200769,-1.774841675,0.075924033,0.303852647
AC121320.1,1.533482258,2.023766039,2.125964149,0.951928582,0.341133203,NA
AC023424.2,755.7993059,0.110004479,0.109601233,1.003679213,0.31553326,0.693160452
KHDRBS1,1771.882822,-0.099053286,0.084183495,-1.176635456,0.23934104,0.606086553
TMEM39B,309.2681037,-0.242975068,0.153877479,-1.579016438,0.114332287,0.396486843
AP003973.4,5.900155232,1.56730041,1.124021844,1.394368285,0.16320642,NA
AGAP6,288.1726871,-0.030539558,0.163093988,-0.187251278,0.851463622,0.9646688
ZCCHC17,1387.37751,-0.438179832,0.094672095,-4.628394783,3.69E-06,6.78E-05
LINC01909,93.1668202,0.165453531,0.260820835,0.634357033,0.525847843,0.850784587
AC005324.5,6.803581836,-0.243902042,0.960013914,-0.254060945,0.799448475,NA
LINC00474,2.369532389,0.630777603,1.540807637,0.409381151,0.68225997,NA
CD80,6.073119273,0.767895918,1.016125597,0.755709649,0.449823298,NA
KIF18A,22.56998554,0.224524141,0.541310422,0.414778899,0.678303768,0.912638886
ASAH2B,319.5036891,0.09211568,0.150040615,0.613938302,0.539256098,0.85541978
DESI2,1117.648385,0.012867134,0.094914628,0.135565341,0.892164907,0.974977872
MYH13,8.651644233,0.114871701,0.829644838,0.138458887,0.88987776,NA
AC012213.3,21.77444891,0.488392111,0.522563188,0.934608719,0.349989984,0.727825115
AP005671.1,38.69322136,-0.308098566,0.4072364,-0.756559496,0.449313815,0.807396207
SP1,307.2145052,-0.045006075,0.151100178,-0.297855872,0.765813169,0.94230536
PNPLA4,91.04395507,-0.161153102,0.262500032,-0.613916503,0.539270504,0.85541978
AP001630.1,0.285426124,0.206457821,4.076224843,0.050649272,0.959605,NA
ELMO1-AS1,90.79850276,-0.546582615,0.264614431,-2.065581284,0.038868033,0.192091379
DEPDC7,140.6245972,-0.263538676,0.219748206,-1.199275666,0.230420774,0.594998262
RN7SL138P,0.721017485,-0.634155536,3.272296913,-0.193795231,0.846336221,NA
SELENOT,1695.253644,0.102905753,0.087772579,1.172413456,0.2410311,0.608562206
AHNAK2,21.18099337,0.078647969,0.545250733,0.14424184,0.885309503,0.97320391
LSAMP,130235.9791,-0.157585515,0.07352054,-2.143421625,0.032079258,0.167171394
ZMYM2,6939.958884,0.003563253,0.06952969,0.051247929,0.95912796,0.991632902
AC007736.1,9.64306815,0.65412068,0.806447623,0.811113656,0.417300404,NA
AC003044.1,7.972493073,-0.187590193,0.858729054,-0.218450968,0.827077758,NA
NCOA4,680.6270053,0.175205145,0.112239727,1.560990479,0.118525997,0.404979628
PPM1F-AS1,72.82105362,-0.10857851,0.302886064,-0.358479715,0.719984346,0.928060121
RNF170,1540.121409,-0.142884529,0.086929655,-1.643679923,0.100242335,0.365427632
PCGF3,843.2438959,-0.09410728,0.104460531,-0.900888395,0.367647662,0.743479048
UBIAD1,410.995148,-0.010898691,0.137555997,-0.079230942,0.936848934,0.986120317
AC087428.1,16.69945662,-0.154977436,0.605814233,-0.255816763,0.79809233,0.95192182
RYR3,234.3989972,-0.412499784,0.203537631,-2.026651198,0.042698097,0.204560818
TARDBP,277.7778419,0.350460538,0.166012008,2.111055355,0.034767554,0.177198358
TNFRSF8,7.668154329,-0.261285702,0.876186548,-0.298207845,0.765544535,NA
AC005697.2,53.99326808,0.016380843,0.342208561,0.047868012,0.961821433,0.992325222
PHACTR4,4431.937376,-0.163596448,0.075536065,-2.165805812,0.030326029,0.159983288
LYPLA1,671.8189633,-0.011223303,0.115489809,-0.097180029,0.922583427,0.982239959
CRISPLD1,2284.618433,0.228828134,0.084728925,2.700708561,0.006919194,0.051766158
MIR3934,0.125416704,1.079133603,4.06730708,0.26531894,0.790763775,NA
AC009560.4,106.4429733,0.535788887,0.259593245,2.063955429,0.039021943,0.192570937
COPS5,366.1851697,0.466491612,0.141120725,3.305620861,0.000947662,0.009752929
RDH10,195.9559537,-0.104334625,0.185772593,-0.5616255,0.574371203,0.871081389
AL139811.1,4.896611585,-0.099053287,1.096645011,-0.09032393,0.928029804,NA
ZNF706,1620.347993,0.357560358,0.090652852,3.944281397,8.00E-05,0.001086616
EPHX2,456.3645385,-0.071317667,0.130533434,-0.546355555,0.584821555,0.875163105
PDLIM2,231.2628679,0.447910861,0.172145761,2.601927919,0.009270133,0.065659602
PPP3CC,3472.534993,-0.160910075,0.076597007,-2.100735795,0.035664165,0.180518666
AL049795.1,15.10160826,0.344674983,0.644711185,0.534619208,0.592913198,0.880076552
AC007749.2,60.10381137,1.053509798,0.333725892,3.156811692,0.001595043,0.0151522
NFYB,504.6424089,0.037250522,0.124744771,0.298613893,0.765234664,0.94230536
AL354877.1,21.3280559,0.300840317,0.53411271,0.563252495,0.573262961,0.870142195
WASHC3,1007.488468,0.104755983,0.098281601,1.065875829,0.286479777,0.661517854
APAF1,607.5871705,0.032648941,0.118355266,0.275855417,0.782659118,0.94706113
AC009754.2,25.40461932,0.105686426,0.504584796,0.209452261,0.834095199,0.960790926
TNFRSF10B,324.4131685,-0.112455262,0.154237477,-0.729104654,0.465937648,0.818466643
LMLN,274.2616842,0.052008184,0.168643259,0.308391717,0.757784284,0.941114117
OPA1,2707.784463,-0.069547336,0.082764745,-0.840301461,0.400739382,0.769793066
AC092418.2,22.50545083,0.123081496,0.517640038,0.237774296,0.812056156,0.955347026
PTK2B,254.9898973,-0.234653768,0.17033023,-1.377640179,0.168314409,0.499241081
AP001381.1,11.91605452,0.42760722,0.717728233,0.595778737,0.55132305,0.859991704
AC027243.3,212.5161768,0.114901692,0.181818341,0.631958753,0.52741383,0.851073899
SPDYE22P,4.659483646,-0.465106329,1.132673571,-0.410626981,0.681346077,NA
AC008133.1,18.50323842,0.100204296,0.582628144,0.171986708,0.863447979,0.968717483
ADRA1A,4832.561582,0.05723824,0.073517037,0.778571095,0.436232412,0.797881629
EPX,52.90937135,0.146315566,0.34504447,0.42404843,0.671530494,0.909990082
POU6F2-AS1,1.13498193,-0.568633232,2.246665063,-0.253101026,0.800190146,NA
LINC00691,17.26978465,0.086823316,0.605757488,0.143330157,0.88602944,0.973377439
MARK4,960.4063951,-0.173186124,0.103988325,-1.665438151,0.095825373,0.355055716
UPP2,4083.337008,-0.107448812,0.075118669,-1.430387585,0.15260581,0.472167062
TENT4B,1131.286822,-0.02748257,0.09523813,-0.288566884,0.772912841,0.944091615
NARF-AS1,3.95920785,-0.892717102,1.264296159,-0.706098089,0.48012714,NA
AL359764.2,38.17781493,0.390306023,0.400998104,0.973336331,0.330386172,0.708671299
AP005205.2,2.480644726,-0.714064353,1.600826735,-0.446059738,0.655554095,NA
ADCY7,99.24873035,0.725478873,0.253531862,2.861489935,0.004216549,0.034565989
CEP89,535.7389518,-0.10947838,0.131776038,-0.830791252,0.406091565,0.774985288
ABCC11,26.31950713,-0.087636622,0.479430499,-0.182793173,0.854960305,0.965415021
TSHZ3,2498.28742,-0.002268865,0.081018505,-0.028004284,0.977658734,0.994850833
TAS2R8,5.000480641,-0.545158402,1.091217766,-0.499587176,0.61736579,NA
AC004921.2,3.746751257,-0.519159224,1.261332542,-0.411595838,0.680635683,NA
PLBD1,31.31803362,0.123282851,0.445578079,0.276680692,0.782025299,0.946559557
DBX2,561.0446158,0.148844051,0.128084349,1.162078366,0.245203634,0.613241696
AC093765.4,169.4213339,2.007404729,0.234423303,8.563162025,1.10E-17,8.56E-16
PRB2,20.31307247,-0.300055964,0.548226605,-0.547321055,0.584158181,0.875110344
PYROXD1,452.4070928,0.129011216,0.129461595,0.996521133,0.318997004,0.6970588
AC100778.4,0.589764868,0.367547777,3.626000732,0.101364507,0.91926111,NA
MND1,151.292654,0.389090612,0.207513278,1.875015494,0.060790592,0.261308996
TMEM131L,1925.104591,0.110479965,0.082445552,1.340035477,0.180233811,0.519278608
LRAT,16.4371333,-0.075777025,0.621339301,-0.121957559,0.90293263,0.976837081
COIL,426.5921712,0.142238359,0.141238224,1.007081186,0.313895761,0.691232749
TRIM25,643.7137988,0.026797502,0.116143133,0.230728247,0.817525927,0.956930267
SCPEP1,778.8916091,-0.12682972,0.108475892,-1.169197291,0.242324152,0.609808187
AC127024.5,118.1014449,0.002979987,0.234377754,0.01271446,0.989855602,0.998015808
AL109984.1,46.79567883,-0.06423509,0.379746574,-0.16915252,0.865676675,0.96962099
SPOP,1873.465978,-0.059410383,0.083690173,-0.709884811,0.47777557,0.826078641
TBX2,1.491230025,1.896537483,2.155942729,0.879678972,0.379033244,NA
AP000936.1,4.568436886,0.130963789,1.109515092,0.118036961,0.906038372,NA
SNHG14,16971.45001,0.116562755,0.066954005,1.74093776,0.081694489,0.319755464
AC091729.1,3.051409013,-0.769469268,1.405529527,-0.547458629,0.584063686,NA
AL133390.1,1.302325542,-0.512501267,2.119256739,-0.241830665,0.808911376,NA
AC005288.1,26.10168261,0.142430295,0.488339925,0.291662197,0.770544916,0.94277789
TEX14,80.32268884,-0.248290159,0.277130962,-0.89593078,0.370289734,0.744725546
AC233702.7,17.37323389,0.491169391,0.5945174,0.826164871,0.408710573,0.777274404
FAM117A,166.268203,-0.031622724,0.198922259,-0.158970262,0.873692304,0.970850046
NCAPH,15.64762608,-0.756359535,0.631486573,-1.197744445,0.231016521,0.595528465
AC021506.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
AKAP1,415.0740466,-0.032144759,0.136551896,-0.235403239,0.813895772,0.955917766
POLR3GL,129.5200225,0.19472996,0.222227721,0.876263134,0.380887002,0.753700515
TIMM23B,1224.358583,-0.139754067,0.096855295,-1.442916128,0.149044099,0.465829058
RUSC2,1751.94664,-0.129342408,0.086475724,-1.495707717,0.134729838,0.438125572
SPATA1,308.0998226,0.245026878,0.155701135,1.573700015,0.115556818,0.399126384
TSEN15,1322.964038,-0.052223825,0.093853092,-0.556442238,0.577908571,0.872982419
AC008403.3,25.65011723,-0.143723439,0.483348098,-0.297349757,0.766199498,0.94230536
TRMT13,1350.589273,-0.205309621,0.090679188,-2.264131667,0.023566018,0.132889441
AC103808.4,14.10860364,-1.565101952,0.729891035,-2.144295349,0.032009229,0.167047918
LRRC39,250.3545235,0.033977601,0.164583335,0.206446182,0.8364424,0.96164939
LINC02054,26.71863472,0.162504693,0.472031339,0.344266745,0.730645691,0.931821159
PTGFR,6.884997879,0.161083591,0.933294191,0.1725968,0.862968368,NA
ZNF644,4581.387036,-0.041250807,0.074610701,-0.552880576,0.580345189,0.873934949
AL589787.2,126.024839,-0.285002348,0.232253507,-1.227117525,0.219778422,0.579642855
CCDC18,532.0605917,0.116753685,0.137688345,0.847956192,0.396462368,0.767097388
RPAP2,3257.215006,-0.045407148,0.075042139,-0.605088665,0.545120085,0.857851099
LTN1,1521.975884,-0.06313058,0.088888287,-0.710223835,0.477565342,0.826078641
RUNDC1,207.5396159,-0.252174122,0.191766222,-1.315008026,0.188507205,0.531280459
AC091059.1,8.445548644,0.238236109,0.832239035,0.286259235,0.774679578,NA
AP000474.2,3.297454399,0.889532731,1.357005295,0.655511614,0.512138411,NA
AC022137.4,193.1605812,0.186830026,0.19923861,0.937719984,0.348388331,0.726404297
GGCT,318.1852552,-0.082097237,0.153118313,-0.536168636,0.591842008,0.879525823
AC122719.3,1.592248983,-0.730682871,2.085612004,-0.350344585,0.726080109,NA
AC009506.1,47.19169269,0.258792082,0.36359917,0.711751025,0.476618965,0.825516606
ZC3H7A,2176.950225,-0.217597957,0.082510878,-2.637203274,0.008359272,0.060389804
HSD3BP5,10.25300018,0.331431546,0.790381465,0.419331121,0.674974155,NA
AL022724.3,1.412400235,-1.59940641,2.112001675,-0.757294101,0.448873684,NA
SERAC1,518.149641,0.007430889,0.123976558,0.059937855,0.95220513,0.989486615
NDUFV2-AS1,359.7083841,0.186113259,0.14548746,1.27923918,0.200812843,0.5510612
